LAMMPS (12 Jun 2025)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:99)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-0.08237604 -0.08237604 -0.08237604) to (16.375376 16.375376 16.375376)
  2 by 2 by 2 MPI processor grid
  reading atoms ...
  216 atoms
  reading velocities ...
  216 velocities
  read_data CPU = 0.086 seconds
The scaling is : 7.14e-02.
There are 2 species.
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7.7
  ghost atom cutoff = 7.7
  binsize = 3.85, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mtp, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.075 | 3.075 | 3.076 Mbytes
   Step          Temp          Press          Volume         PotEng    
         0   2583.5079     -11115.323      4457.7073     -137156.23    
       100   2549.1437      2051.877       4423.6243     -137159.31    
       200   2437.336      -10458.879      4382.1597     -137163.26    
       300   2533.1266     -219.78508      4301.8194     -137166.86    
       400   2456.0133      6272.1893      4237.3178     -137162.86    
       500   2565.591       9568.609       4222.5312     -137165.25    
       600   2374.0821      2792.7034      4274.9974     -137159.98    
       700   2538.2452     -9922.9146      4351.2867     -137158.28    
       800   2718.9307     -6868.5989      4394.1749     -137157.35    
       900   2616.3494     -13670.27       4406.9763     -137159.7     
      1000   2502.9054      1317.7748      4374.9876     -137161.87    
      1100   2506.546       11064.341      4355.4255     -137162.4     
      1200   2439.6103     -12364.254      4355.3957     -137160.02    
      1300   2567.5511      9377.4632      4299.2613     -137159.42    
      1400   2769.2456      9729.6241      4303.5411     -137164.37    
      1500   2230.1106     -11001.067      4372.1342     -137158.69    
      1600   2282.8149      3464.8425      4366.2577     -137159.83    
      1700   2552.3876      2281.5982      4345.0644     -137162.06    
      1800   2479.6718      7626.7193      4347.9295     -137156.93    
      1900   2555.6916     -4666.4963      4372.3653     -137158.77    
      2000   2557.6147     -5766.2242      4375.1305     -137161.07    
      2100   2520.5518     -4882.6112      4342.8567     -137162.05    
      2200   2505.3516      19470.03       4287.7203     -137159.54    
      2300   2617.551       625.20286      4306.7425     -137158.04    
      2400   2617.6063      1410.1855      4352.564      -137158.06    
      2500   2371.0546     -1449.3988      4413.0746     -137157.02    
      2600   2330.4048     -5306.8325      4469.2392     -137159.41    
      2700   2591.6731      1010.2774      4484.709      -137159.82    
      2800   2429.5287     -4378.2922      4466.1218     -137148.34    
      2900   2825.678       3229.935       4394.5414     -137159.8     
      3000   2542.7021     -829.26233      4335.2101     -137158.85    
      3100   2556.9934      3054.9643      4293.9381     -137161.85    
      3200   2493.7824     -4419.9343      4278.8724     -137161       
      3300   2669.2587      5268.4033      4274.2857     -137163.69    
      3400   2848.8688     -489.94092      4327.4998     -137160.09    
      3500   2550.7033      14.089203      4424.1788     -137153.4     
      3600   2284.5093     -18880.234      4509.9413     -137153.21    
      3700   2489.8925     -6281.7385      4477.8946     -137159.26    
      3800   2570.4281     -5900.2305      4393.088      -137158.67    
      3900   2663.4928     -476.73929      4310.4598     -137159.96    
      4000   2520.3095      15354.279      4256.9847     -137159.88    
      4100   2331.5842      15090.229      4267.6281     -137160.24    
      4200   2380.8364     -5451.3004      4337.4234     -137161.51    
      4300   2487.5451     -2105.9663      4367.5041     -137158.18    
      4400   2787.1558      1424.053       4361.3876     -137158.61    
      4500   2732.3135      3652.8677      4373.6679     -137156.83    
      4600   2559.6973     -12391.758      4387.9035     -137164.64    
      4700   2302.9152      3876.9529      4352.1396     -137159.89    
      4800   2480.0704     -808.33134      4330.5561     -137158.42    
      4900   2697.3828      5817.6746      4336.4676     -137159.8     
      5000   2419.2696      4050.767       4398.2773     -137156.11    
      5100   2391.5247     -15940.162      4459.821      -137160.42    
      5200   2457.9638     -11165.528      4439.7545     -137161.97    
      5300   2584.2223      5804.7123      4344.7676     -137156.57    
      5400   2589.3393      15718.886      4272.7732     -137157.29    
      5500   2534.8336     -7325.2996      4286.8408     -137164.96    
      5600   2392.2425      26.883191      4317.0468     -137161.83    
      5700   2473.213       2552.6398      4371.9018     -137158.04    
      5800   2635.2517     -9252.4109      4436.8145     -137158.8     
      5900   2540.8604     -4275.0424      4459.1145     -137156       
      6000   2624.0777     -1361.6541      4455.8717     -137160.9     
      6100   2264.0631     -11450.839      4421.7336     -137159.84    
      6200   2106.0937      3464.2448      4298.8743     -137162.47    
      6300   2534.2828      11509.724      4175.5121     -137167.45    
      6400   2499.2541      24281.312      4144.343      -137163.97    
      6500   2497.3237      300.6135       4232.7157     -137165.65    
      6600   2307.5636     -5084.5892      4360.3        -137159.8     
      6700   2594.5331     -4548.3429      4464.5984     -137156.54    
      6800   2567.1076     -9594.8357      4520.7701     -137154.46    
      6900   2475.3202     -12933.236      4490.6048     -137156.37    
      7000   2326.0743      6869.0419      4376.9611     -137155.16    
      7100   2643.2742      4848.545       4295.9943     -137160.67    
      7200   2548.1588      15686.201      4283.1227     -137155.31    
      7300   2563.4107      1273.6111      4345.5363     -137161.36    
      7400   2402.6098     -9128.0314      4423.589      -137161.28    
      7500   2390.9117     -9558.4035      4445.261      -137158.62    
      7600   2574.5223     -261.13942      4401.2336     -137154.2     
      7700   2664.6763      7944.2404      4361.1167     -137158.47    
      7800   2436.611      -2314.7357      4381.7802     -137158.1     
      7900   2297.2097     -1997.434       4385.7924     -137155.48    
      8000   2446.4893      8532.4474      4360.2894     -137156.72    
      8100   2664.9009     -1900.8437      4350.1484     -137160.73    
      8200   2468.5113      9.9879367      4334.1853     -137160.19    
      8300   2301.4259      1397.4972      4321.3295     -137160.27    
      8400   2474.1857      205.46406      4314.3808     -137160.78    
      8500   2672.473       6195.0552      4298.0307     -137160.84    
      8600   2621.0934      3517.9315      4307.1759     -137162.35    
      8700   2268.0171      3586.5689      4350.9785     -137159.02    
      8800   2361.2111     -5809.1566      4397.4333     -137159.94    
      8900   2795.8478     -1586.8451      4406.4201     -137157.53    
