LAMMPS (12 Jun 2025)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:99)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-0.08237604 -0.08237604 -0.08237604) to (16.375376 16.375376 16.375376)
  2 by 2 by 2 MPI processor grid
  reading atoms ...
  216 atoms
  reading velocities ...
  216 velocities
  read_data CPU = 0.322 seconds
The scaling is : 3.41e-02.
There are 2 species.
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 7.7
  ghost atom cutoff = 7.7
  binsize = 3.85, bins = 5 5 5
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair mtp, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.075 | 3.075 | 3.076 Mbytes
   Step          Temp          Press          Volume         PotEng    
     15900   2428.6583      14342.86       4437.4234     -137164.32    
     16000   2455.415      -517.55831      4430.3083     -137162.67    
     16100   2599.9804     -1263.9281      4425.0577     -137162.18    
     16200   2721.4149      6570.6602      4409.1208     -137156.96    
     16300   2813.8726      3807.1487      4410.9318     -137158.65    
     16400   2530.6018     -4706.8186      4439.8114     -137161.31    
     16500   2573.3688     -7890.6524      4443.1364     -137165.58    
     16600   2367.604      -5488.2701      4410.6483     -137164.42    
     16700   2407.7835      4964.9682      4337.6101     -137165.75    
     16800   2755.9349      11980.166      4261.8282     -137167.22    
     16900   2597.462       23970.139      4232.4561     -137162.91    
     17000   2474.3119     -1248.3769      4308.8214     -137170.7     
     17100   2360.374      -8769.2383      4401.4536     -137166.89    
     17200   2454.5326     -6538.5681      4443.0245     -137162.9     
     17300   2523.0926      4104.5138      4444.4026     -137160.59    
     17400   2494.1819      1848.5902      4464.6359     -137160.32    
     17500   2237.5343     -15768.666      4482.1088     -137159.61    
     17600   2292.8825     -5750.8358      4417.2592     -137167.33    
     17700   2516.5028      4573.9216      4334.9326     -137168.47    
     17800   2715.0265      5684.43        4288.9302     -137166.82    
     17900   2545.9812      6341.7123      4293.8567     -137165.58    
     18000   2475.0223      2212.8074      4347.8015     -137168.95    
