# "IdentifyDiamond.counts.HEX_DIAMOND_FIRST_NEIGHBOR" "IdentifyDiamond.counts.HEX_DIAMOND_SECOND_NEIGHBOR" "IdentifyDiamond.counts.OTHER" "Frame" "IdentifyDiamond.counts.CUBIC_DIAMOND" "IdentifyDiamond.counts.CUBIC_DIAMOND_FIRST_NEIGHBOR" "IdentifyDiamond.counts.CUBIC_DIAMOND_SECOND_NEIGHBOR" "IdentifyDiamond.counts.HEX_DIAMOND" "SourceFrame" "Timestep"
0 0 216 553 0 0 0 0 553 2255300 
0 0 216 554 0 0 0 0 554 2255400 
0 0 216 555 0 0 0 0 555 2255500 
0 0 199 556 1 4 12 0 556 2255600 
0 0 199 557 1 4 12 0 557 2255700 
0 0 199 558 1 4 12 0 558 2255800 
0 0 199 559 1 4 12 0 559 2255900 
0 0 199 560 1 4 12 0 560 2256000 
0 0 199 561 1 4 12 0 561 2256100 
0 0 216 562 0 0 0 0 562 2256200 
0 0 199 563 1 4 12 0 563 2256300 
0 0 199 564 1 4 12 0 564 2256400 
0 0 216 565 0 0 0 0 565 2256500 
0 0 199 566 1 4 12 0 566 2256600 
0 0 216 567 0 0 0 0 567 2256700 
0 0 199 568 1 4 12 0 568 2256800 
0 0 199 569 1 4 12 0 569 2256900 
0 0 199 570 1 4 12 0 570 2257000 
0 0 199 571 1 4 12 0 571 2257100 
0 0 216 572 0 0 0 0 572 2257200 
0 0 199 573 1 4 12 0 573 2257300 
0 0 199 574 1 4 12 0 574 2257400 
0 0 199 575 1 4 12 0 575 2257500 
0 0 199 576 1 4 12 0 576 2257600 
0 0 199 577 1 4 12 0 577 2257700 
0 0 216 578 0 0 0 0 578 2257800 
0 0 199 579 1 4 12 0 579 2257900 
0 0 199 580 1 4 12 0 580 2258000 
0 0 199 581 1 4 12 0 581 2258100 
0 0 216 582 0 0 0 0 582 2258200 
0 0 199 583 1 4 12 0 583 2258300 
0 0 216 584 0 0 0 0 584 2258400 
0 0 216 585 0 0 0 0 585 2258500 
0 0 199 586 1 4 12 0 586 2258600 
0 0 216 587 0 0 0 0 587 2258700 
0 0 216 588 0 0 0 0 588 2258800 
0 0 199 589 1 4 12 0 589 2258900 
0 0 199 590 1 4 12 0 590 2259000 
0 0 216 591 0 0 0 0 591 2259100 
0 0 216 592 0 0 0 0 592 2259200 
0 0 199 593 1 4 12 0 593 2259300 
0 0 216 594 0 0 0 0 594 2259400 
0 0 199 595 1 4 12 0 595 2259500 
0 0 199 596 1 4 12 0 596 2259600 
0 0 216 597 0 0 0 0 597 2259700 
0 0 199 598 1 4 12 0 598 2259800 
0 0 216 599 0 0 0 0 599 2259900 
0 0 216 600 0 0 0 0 600 2260000 
0 0 199 601 1 4 12 0 601 2260100 
0 0 216 602 0 0 0 0 602 2260200 
0 0 216 603 0 0 0 0 603 2260300 
0 0 199 604 1 4 12 0 604 2260400 
0 0 199 605 1 4 12 0 605 2260500 
0 0 216 606 0 0 0 0 606 2260600 
0 0 216 607 0 0 0 0 607 2260700 
0 0 216 608 0 0 0 0 608 2260800 
0 0 199 609 1 4 12 0 609 2260900 
0 0 199 610 1 4 12 0 610 2261000 
0 0 199 611 1 4 12 0 611 2261100 
0 0 216 612 0 0 0 0 612 2261200 
0 0 199 613 1 4 12 0 613 2261300 
0 0 199 614 1 4 12 0 614 2261400 
0 0 199 615 1 4 12 0 615 2261500 
0 0 199 616 1 4 12 0 616 2261600 
0 0 216 617 0 0 0 0 617 2261700 
0 0 199 618 1 4 12 0 618 2261800 
0 0 216 619 0 0 0 0 619 2261900 
0 0 216 620 0 0 0 0 620 2262000 
0 0 199 621 1 4 12 0 621 2262100 
0 0 216 622 0 0 0 0 622 2262200 
0 0 199 623 1 4 12 0 623 2262300 
0 0 216 624 0 0 0 0 624 2262400 
0 0 199 625 1 4 12 0 625 2262500 
0 0 199 626 1 4 12 0 626 2262600 
0 0 216 627 0 0 0 0 627 2262700 
0 0 199 628 1 4 12 0 628 2262800 
0 0 216 629 0 0 0 0 629 2262900 
0 0 199 630 1 4 12 0 630 2263000 
0 0 216 631 0 0 0 0 631 2263100 
0 0 216 632 0 0 0 0 632 2263200 
0 0 199 633 1 4 12 0 633 2263300 
0 0 199 634 1 4 12 0 634 2263400 
0 0 216 635 0 0 0 0 635 2263500 
0 0 199 636 1 4 12 0 636 2263600 
0 0 216 637 0 0 0 0 637 2263700 
0 0 199 638 1 4 12 0 638 2263800 
0 0 199 639 1 4 12 0 639 2263900 
0 0 216 640 0 0 0 0 640 2264000 
0 0 199 641 1 4 12 0 641 2264100 
0 0 216 642 0 0 0 0 642 2264200 
4 12 199 643 0 0 0 1 643 2264300 
0 0 199 644 1 4 12 0 644 2264400 
0 0 216 645 0 0 0 0 645 2264500 
0 0 199 646 1 4 12 0 646 2264600 
0 0 199 647 1 4 12 0 647 2264700 
0 0 199 648 1 4 12 0 648 2264800 
0 0 199 649 1 4 12 0 649 2264900 
0 0 216 650 0 0 0 0 650 2265000 
0 0 216 651 0 0 0 0 651 2265100 
0 0 199 652 1 4 12 0 652 2265200 
0 0 199 653 1 4 12 0 653 2265300 
0 0 199 654 1 4 12 0 654 2265400 
0 0 216 655 0 0 0 0 655 2265500 
0 0 199 656 1 4 12 0 656 2265600 
0 0 199 657 1 4 12 0 657 2265700 
0 0 216 658 0 0 0 0 658 2265800 
0 0 199 659 1 4 12 0 659 2265900 
0 0 216 660 0 0 0 0 660 2266000 
0 0 199 661 1 4 12 0 661 2266100 
0 0 199 662 1 4 12 0 662 2266200 
0 0 216 663 0 0 0 0 663 2266300 
0 0 199 664 1 4 12 0 664 2266400 
0 0 199 665 1 4 12 0 665 2266500 
0 0 216 666 0 0 0 0 666 2266600 
0 0 216 667 0 0 0 0 667 2266700 
0 0 199 668 1 4 12 0 668 2266800 
0 0 216 669 0 0 0 0 669 2266900 
0 0 199 670 1 4 12 0 670 2267000 
0 0 199 671 1 4 12 0 671 2267100 
0 0 216 672 0 0 0 0 672 2267200 
0 0 199 673 1 4 12 0 673 2267300 
0 0 216 674 0 0 0 0 674 2267400 
0 0 199 675 1 4 12 0 675 2267500 
0 0 216 676 0 0 0 0 676 2267600 
0 0 199 677 1 4 12 0 677 2267700 
0 0 216 678 0 0 0 0 678 2267800 
0 0 199 679 1 4 12 0 679 2267900 
0 0 216 680 0 0 0 0 680 2268000 
0 0 216 681 0 0 0 0 681 2268100 
0 0 199 682 1 4 12 0 682 2268200 
0 0 216 683 0 0 0 0 683 2268300 
0 0 199 684 1 4 12 0 684 2268400 
0 0 216 685 0 0 0 0 685 2268500 
0 0 199 686 1 4 12 0 686 2268600 
0 0 216 687 0 0 0 0 687 2268700 
0 0 199 688 1 4 12 0 688 2268800 
0 0 216 689 0 0 0 0 689 2268900 
0 0 199 690 1 4 12 0 690 2269000 
0 0 216 691 0 0 0 0 691 2269100 
0 0 199 692 1 4 12 0 692 2269200 
0 0 199 693 1 4 12 0 693 2269300 
0 0 216 694 0 0 0 0 694 2269400 
0 0 199 695 1 4 12 0 695 2269500 
0 0 216 696 0 0 0 0 696 2269600 
0 0 216 697 0 0 0 0 697 2269700 
0 0 199 698 1 4 12 0 698 2269800 
0 0 199 699 1 4 12 0 699 2269900 
0 0 216 700 0 0 0 0 700 2270000 
0 0 199 701 1 4 12 0 701 2270100 
0 0 216 702 0 0 0 0 702 2270200 
0 0 216 703 0 0 0 0 703 2270300 
0 0 199 704 1 4 12 0 704 2270400 
0 0 216 705 0 0 0 0 705 2270500 
0 0 199 706 1 4 12 0 706 2270600 
0 0 199 707 1 4 12 0 707 2270700 
0 0 199 708 1 4 12 0 708 2270800 
0 0 199 709 1 4 12 0 709 2270900 
0 0 199 710 1 4 12 0 710 2271000 
0 0 216 711 0 0 0 0 711 2271100 
0 0 199 712 1 4 12 0 712 2271200 
0 0 216 713 0 0 0 0 713 2271300 
0 0 199 714 1 4 12 0 714 2271400 
0 0 199 715 1 4 12 0 715 2271500 
0 0 216 716 0 0 0 0 716 2271600 
0 0 216 717 0 0 0 0 717 2271700 
0 0 216 718 0 0 0 0 718 2271800 
0 0 199 719 1 4 12 0 719 2271900 
0 0 199 720 1 4 12 0 720 2272000 
0 0 199 721 1 4 12 0 721 2272100 
0 0 216 722 0 0 0 0 722 2272200 
0 0 199 723 1 4 12 0 723 2272300 
0 0 199 724 1 4 12 0 724 2272400 
0 0 199 725 1 4 12 0 725 2272500 
0 0 216 726 0 0 0 0 726 2272600 
0 0 216 727 0 0 0 0 727 2272700 
0 0 199 728 1 4 12 0 728 2272800 
0 0 199 729 1 4 12 0 729 2272900 
0 0 199 730 1 4 12 0 730 2273000 
0 0 199 731 1 4 12 0 731 2273100 
0 0 199 732 1 4 12 0 732 2273200 
0 0 216 733 0 0 0 0 733 2273300 
0 0 216 734 0 0 0 0 734 2273400 
0 0 199 735 1 4 12 0 735 2273500 
0 0 216 736 0 0 0 0 736 2273600 
0 0 199 737 1 4 12 0 737 2273700 
0 0 199 738 1 4 12 0 738 2273800 
0 0 216 739 0 0 0 0 739 2273900 
0 0 199 740 1 4 12 0 740 2274000 
0 0 199 741 1 4 12 0 741 2274100 
0 0 199 742 1 4 12 0 742 2274200 
0 0 216 743 0 0 0 0 743 2274300 
0 0 199 744 1 4 12 0 744 2274400 
0 0 216 745 0 0 0 0 745 2274500 
0 0 216 746 0 0 0 0 746 2274600 
0 0 199 747 1 4 12 0 747 2274700 
0 0 216 748 0 0 0 0 748 2274800 
0 0 199 749 1 4 12 0 749 2274900 
0 0 199 750 1 4 12 0 750 2275000 
0 0 199 751 1 4 12 0 751 2275100 
0 0 216 752 0 0 0 0 752 2275200 
0 0 216 753 0 0 0 0 753 2275300 
0 0 216 754 0 0 0 0 754 2275400 
0 0 216 755 0 0 0 0 755 2275500 
0 0 216 756 0 0 0 0 756 2275600 
0 0 216 757 0 0 0 0 757 2275700 
0 0 199 758 1 4 12 0 758 2275800 
0 0 199 759 1 4 12 0 759 2275900 
0 0 216 760 0 0 0 0 760 2276000 
0 0 199 761 1 4 12 0 761 2276100 
0 0 216 762 0 0 0 0 762 2276200 
0 0 216 763 0 0 0 0 763 2276300 
0 0 199 764 1 4 12 0 764 2276400 
0 0 199 765 1 4 12 0 765 2276500 
0 0 199 766 1 4 12 0 766 2276600 
0 0 199 767 1 4 12 0 767 2276700 
0 0 216 768 0 0 0 0 768 2276800 
0 0 199 769 1 4 12 0 769 2276900 
0 0 216 770 0 0 0 0 770 2277000 
0 0 199 771 1 4 12 0 771 2277100 
0 0 199 772 1 4 12 0 772 2277200 
0 0 216 773 0 0 0 0 773 2277300 
0 0 216 774 0 0 0 0 774 2277400 
0 0 216 775 0 0 0 0 775 2277500 
0 0 199 776 1 4 12 0 776 2277600 
0 0 199 777 1 4 12 0 777 2277700 
0 0 199 778 1 4 12 0 778 2277800 
0 0 199 779 1 4 12 0 779 2277900 
0 0 216 780 0 0 0 0 780 2278000 
0 0 216 781 0 0 0 0 781 2278100 
0 0 199 782 1 4 12 0 782 2278200 
0 0 199 783 1 4 12 0 783 2278300 
0 0 216 784 0 0 0 0 784 2278400 
0 0 216 785 0 0 0 0 785 2278500 
0 0 199 786 1 4 12 0 786 2278600 
0 0 199 787 1 4 12 0 787 2278700 
0 0 199 788 1 4 12 0 788 2278800 
0 0 216 789 0 0 0 0 789 2278900 
0 0 199 790 1 4 12 0 790 2279000 
4 12 182 791 1 4 12 1 791 2279100 
0 0 216 792 0 0 0 0 792 2279200 
0 0 216 793 0 0 0 0 793 2279300 
0 0 199 794 1 4 12 0 794 2279400 
0 0 199 795 1 4 12 0 795 2279500 
0 0 216 796 0 0 0 0 796 2279600 
0 0 216 797 0 0 0 0 797 2279700 
0 0 216 798 0 0 0 0 798 2279800 
0 0 199 799 1 4 12 0 799 2279900 
0 0 216 800 0 0 0 0 800 2280000 
4 12 182 801 1 4 12 1 801 2280100 
0 0 199 802 1 4 12 0 802 2280200 
0 0 199 803 1 4 12 0 803 2280300 
0 0 199 804 1 4 12 0 804 2280400 
0 0 216 805 0 0 0 0 805 2280500 
0 0 199 806 1 4 12 0 806 2280600 
0 0 199 807 1 4 12 0 807 2280700 
0 0 216 808 0 0 0 0 808 2280800 
0 0 199 809 1 4 12 0 809 2280900 
0 0 199 810 1 4 12 0 810 2281000 
0 0 199 811 1 4 12 0 811 2281100 
0 0 216 812 0 0 0 0 812 2281200 
0 0 216 813 0 0 0 0 813 2281300 
0 0 199 814 1 4 12 0 814 2281400 
0 0 216 815 0 0 0 0 815 2281500 
0 0 199 816 1 4 12 0 816 2281600 
0 0 216 817 0 0 0 0 817 2281700 
0 0 199 818 1 4 12 0 818 2281800 
0 0 216 819 0 0 0 0 819 2281900 
0 0 216 820 0 0 0 0 820 2282000 
0 0 199 821 1 4 12 0 821 2282100 
0 0 199 822 1 4 12 0 822 2282200 
0 0 199 823 1 4 12 0 823 2282300 
0 0 199 824 1 4 12 0 824 2282400 
0 0 199 825 1 4 12 0 825 2282500 
0 0 216 826 0 0 0 0 826 2282600 
0 0 199 827 1 4 12 0 827 2282700 
0 0 216 828 0 0 0 0 828 2282800 
0 0 216 829 0 0 0 0 829 2282900 
0 0 216 830 0 0 0 0 830 2283000 
0 0 216 831 0 0 0 0 831 2283100 
0 0 199 832 1 4 12 0 832 2283200 
0 0 216 833 0 0 0 0 833 2283300 
0 0 199 834 1 4 12 0 834 2283400 
0 0 216 835 0 0 0 0 835 2283500 
0 0 216 836 0 0 0 0 836 2283600 
0 0 199 837 1 4 12 0 837 2283700 
0 0 199 838 1 4 12 0 838 2283800 
0 0 216 839 0 0 0 0 839 2283900 
0 0 216 840 0 0 0 0 840 2284000 
0 0 199 841 1 4 12 0 841 2284100 
0 0 199 842 1 4 12 0 842 2284200 
0 0 199 843 1 4 12 0 843 2284300 
0 0 199 844 1 4 12 0 844 2284400 
0 0 216 845 0 0 0 0 845 2284500 
0 0 199 846 1 4 12 0 846 2284600 
0 0 216 847 0 0 0 0 847 2284700 
0 0 199 848 1 4 12 0 848 2284800 
0 0 199 849 1 4 12 0 849 2284900 
0 0 199 850 1 4 12 0 850 2285000 
0 0 216 851 0 0 0 0 851 2285100 
0 0 216 852 0 0 0 0 852 2285200 
0 0 199 853 1 4 12 0 853 2285300 
0 0 199 854 1 4 12 0 854 2285400 
0 0 199 855 1 4 12 0 855 2285500 
0 0 199 856 1 4 12 0 856 2285600 
0 0 199 857 1 4 12 0 857 2285700 
0 0 199 858 1 4 12 0 858 2285800 
4 12 199 859 0 0 0 1 859 2285900 
0 0 199 860 1 4 12 0 860 2286000 
0 0 216 861 0 0 0 0 861 2286100 
0 0 216 862 0 0 0 0 862 2286200 
0 0 199 863 1 4 12 0 863 2286300 
0 0 199 864 1 4 12 0 864 2286400 
0 0 216 865 0 0 0 0 865 2286500 
0 0 216 866 0 0 0 0 866 2286600 
0 0 199 867 1 4 12 0 867 2286700 
0 0 199 868 1 4 12 0 868 2286800 
0 0 216 869 0 0 0 0 869 2286900 
0 0 216 870 0 0 0 0 870 2287000 
0 0 199 871 1 4 12 0 871 2287100 
0 0 216 872 0 0 0 0 872 2287200 
0 0 216 873 0 0 0 0 873 2287300 
0 0 216 874 0 0 0 0 874 2287400 
0 0 199 875 1 4 12 0 875 2287500 
0 0 216 876 0 0 0 0 876 2287600 
0 0 216 877 0 0 0 0 877 2287700 
0 0 199 878 1 4 12 0 878 2287800 
0 0 216 879 0 0 0 0 879 2287900 
0 0 199 880 1 4 12 0 880 2288000 
0 0 199 881 1 4 12 0 881 2288100 
0 0 199 882 1 4 12 0 882 2288200 
0 0 216 883 0 0 0 0 883 2288300 
0 0 199 884 1 4 12 0 884 2288400 
0 0 199 885 1 4 12 0 885 2288500 
0 0 199 886 1 4 12 0 886 2288600 
0 0 199 887 1 4 12 0 887 2288700 
0 0 199 888 1 4 12 0 888 2288800 
0 0 216 889 0 0 0 0 889 2288900 
0 0 199 890 1 4 12 0 890 2289000 
0 0 216 891 0 0 0 0 891 2289100 
0 0 199 892 1 4 12 0 892 2289200 
0 0 216 893 0 0 0 0 893 2289300 
0 0 199 894 1 4 12 0 894 2289400 
0 0 199 895 1 4 12 0 895 2289500 
0 0 199 896 1 4 12 0 896 2289600 
0 0 199 897 1 4 12 0 897 2289700 
0 0 216 898 0 0 0 0 898 2289800 
0 0 199 899 1 4 12 0 899 2289900 
0 0 216 900 0 0 0 0 900 2290000 
0 0 216 901 0 0 0 0 901 2290100 
0 0 199 902 1 4 12 0 902 2290200 
0 0 199 903 1 4 12 0 903 2290300 
0 0 216 904 0 0 0 0 904 2290400 
0 0 216 905 0 0 0 0 905 2290500 
0 0 199 906 1 4 12 0 906 2290600 
0 0 199 907 1 4 12 0 907 2290700 
0 0 199 908 1 4 12 0 908 2290800 
0 0 216 909 0 0 0 0 909 2290900 
0 0 199 910 1 4 12 0 910 2291000 
0 0 216 911 0 0 0 0 911 2291100 
0 0 199 912 1 4 12 0 912 2291200 
0 0 216 913 0 0 0 0 913 2291300 
0 0 199 914 1 4 12 0 914 2291400 
0 0 216 915 0 0 0 0 915 2291500 
0 0 199 916 1 4 12 0 916 2291600 
0 0 216 917 0 0 0 0 917 2291700 
0 0 199 918 1 4 12 0 918 2291800 
0 0 216 919 0 0 0 0 919 2291900 
0 0 216 920 0 0 0 0 920 2292000 
0 0 199 921 1 4 12 0 921 2292100 
0 0 216 922 0 0 0 0 922 2292200 
0 0 216 923 0 0 0 0 923 2292300 
0 0 216 924 0 0 0 0 924 2292400 
0 0 216 925 0 0 0 0 925 2292500 
0 0 216 926 0 0 0 0 926 2292600 
0 0 199 927 1 4 12 0 927 2292700 
0 0 216 928 0 0 0 0 928 2292800 
0 0 216 929 0 0 0 0 929 2292900 
0 0 216 930 0 0 0 0 930 2293000 
0 0 199 931 1 4 12 0 931 2293100 
0 0 199 932 1 4 12 0 932 2293200 
0 0 199 933 1 4 12 0 933 2293300 
0 0 216 934 0 0 0 0 934 2293400 
0 0 199 935 1 4 12 0 935 2293500 
0 0 216 936 0 0 0 0 936 2293600 
0 0 199 937 1 4 12 0 937 2293700 
0 0 199 938 1 4 12 0 938 2293800 
0 0 199 939 1 4 12 0 939 2293900 
0 0 199 940 1 4 12 0 940 2294000 
0 0 199 941 1 4 12 0 941 2294100 
0 0 199 942 1 4 12 0 942 2294200 
0 0 199 943 1 4 12 0 943 2294300 
0 0 199 944 1 4 12 0 944 2294400 
0 0 216 945 0 0 0 0 945 2294500 
0 0 216 946 0 0 0 0 946 2294600 
0 0 199 947 1 4 12 0 947 2294700 
4 12 199 948 0 0 0 1 948 2294800 
0 0 199 949 1 4 12 0 949 2294900 
0 0 216 950 0 0 0 0 950 2295000 
0 0 216 951 0 0 0 0 951 2295100 
0 0 199 952 1 4 12 0 952 2295200 
0 0 216 953 0 0 0 0 953 2295300 
0 0 199 954 1 4 12 0 954 2295400 
0 0 216 955 0 0 0 0 955 2295500 
0 0 216 956 0 0 0 0 956 2295600 
0 0 199 957 1 4 12 0 957 2295700 
0 0 216 958 0 0 0 0 958 2295800 
0 0 199 959 1 4 12 0 959 2295900 
0 0 199 960 1 4 12 0 960 2296000 
0 0 199 961 1 4 12 0 961 2296100 
0 0 216 962 0 0 0 0 962 2296200 
0 0 199 963 1 4 12 0 963 2296300 
0 0 199 964 1 4 12 0 964 2296400 
0 0 216 965 0 0 0 0 965 2296500 
0 0 199 966 1 4 12 0 966 2296600 
0 0 199 967 1 4 12 0 967 2296700 
0 0 199 968 1 4 12 0 968 2296800 
0 0 199 969 1 4 12 0 969 2296900 
0 0 199 970 1 4 12 0 970 2297000 
0 0 216 971 0 0 0 0 971 2297100 
0 0 216 972 0 0 0 0 972 2297200 
0 0 199 973 1 4 12 0 973 2297300 
0 0 216 974 0 0 0 0 974 2297400 
0 0 199 975 1 4 12 0 975 2297500 
0 0 199 976 1 4 12 0 976 2297600 
0 0 199 977 1 4 12 0 977 2297700 
0 0 199 978 1 4 12 0 978 2297800 
0 0 199 979 1 4 12 0 979 2297900 
0 0 199 980 1 4 12 0 980 2298000 
0 0 216 981 0 0 0 0 981 2298100 
0 0 199 982 1 4 12 0 982 2298200 
0 0 199 983 1 4 12 0 983 2298300 
0 0 216 984 0 0 0 0 984 2298400 
0 0 199 985 1 4 12 0 985 2298500 
0 0 216 986 0 0 0 0 986 2298600 
0 0 199 987 1 4 12 0 987 2298700 
0 0 216 988 0 0 0 0 988 2298800 
0 0 216 989 0 0 0 0 989 2298900 
0 0 199 990 1 4 12 0 990 2299000 
0 0 216 991 0 0 0 0 991 2299100 
0 0 216 992 0 0 0 0 992 2299200 
0 0 199 993 1 4 12 0 993 2299300 
0 0 199 994 1 4 12 0 994 2299400 
0 0 216 995 0 0 0 0 995 2299500 
0 0 216 996 0 0 0 0 996 2299600 
0 0 216 997 0 0 0 0 997 2299700 
0 0 216 998 0 0 0 0 998 2299800 
0 0 199 999 1 4 12 0 999 2299900 
0 0 199 1000 1 4 12 0 1000 2300000 
0 0 199 1001 1 4 12 0 1001 2300100 
0 0 216 1002 0 0 0 0 1002 2300200 
0 0 216 1003 0 0 0 0 1003 2300300 
0 0 199 1004 1 4 12 0 1004 2300400 
0 0 216 1005 0 0 0 0 1005 2300500 
4 12 182 1006 1 4 12 1 1006 2300600 
0 0 216 1007 0 0 0 0 1007 2300700 
0 0 216 1008 0 0 0 0 1008 2300800 
0 0 216 1009 0 0 0 0 1009 2300900 
0 0 199 1010 1 4 12 0 1010 2301000 
0 0 199 1011 1 4 12 0 1011 2301100 
0 0 216 1012 0 0 0 0 1012 2301200 
4 12 182 1013 1 4 12 1 1013 2301300 
0 0 199 1014 1 4 12 0 1014 2301400 
0 0 216 1015 0 0 0 0 1015 2301500 
0 0 216 1016 0 0 0 0 1016 2301600 
0 0 199 1017 1 4 12 0 1017 2301700 
0 0 216 1018 0 0 0 0 1018 2301800 
0 0 199 1019 1 4 12 0 1019 2301900 
0 0 199 1020 1 4 12 0 1020 2302000 
0 0 199 1021 1 4 12 0 1021 2302100 
0 0 199 1022 1 4 12 0 1022 2302200 
0 0 216 1023 0 0 0 0 1023 2302300 
0 0 216 1024 0 0 0 0 1024 2302400 
0 0 199 1025 1 4 12 0 1025 2302500 
0 0 216 1026 0 0 0 0 1026 2302600 
0 0 216 1027 0 0 0 0 1027 2302700 
0 0 216 1028 0 0 0 0 1028 2302800 
0 0 216 1029 0 0 0 0 1029 2302900 
0 0 216 1030 0 0 0 0 1030 2303000 
0 0 216 1031 0 0 0 0 1031 2303100 
0 0 216 1032 0 0 0 0 1032 2303200 
0 0 199 1033 1 4 12 0 1033 2303300 
0 0 216 1034 0 0 0 0 1034 2303400 
0 0 199 1035 1 4 12 0 1035 2303500 
0 0 199 1036 1 4 12 0 1036 2303600 
0 0 216 1037 0 0 0 0 1037 2303700 
0 0 199 1038 1 4 12 0 1038 2303800 
0 0 199 1039 1 4 12 0 1039 2303900 
0 0 199 1040 1 4 12 0 1040 2304000 
0 0 216 1041 0 0 0 0 1041 2304100 
0 0 199 1042 1 4 12 0 1042 2304200 
0 0 216 1043 0 0 0 0 1043 2304300 
0 0 216 1044 0 0 0 0 1044 2304400 
0 0 216 1045 0 0 0 0 1045 2304500 
0 0 199 1046 1 4 12 0 1046 2304600 
0 0 216 1047 0 0 0 0 1047 2304700 
0 0 216 1048 0 0 0 0 1048 2304800 
0 0 216 1049 0 0 0 0 1049 2304900 
0 0 199 1050 1 4 12 0 1050 2305000 
0 0 216 1051 0 0 0 0 1051 2305100 
0 0 199 1052 1 4 12 0 1052 2305200 
0 0 199 1053 1 4 12 0 1053 2305300 
0 0 216 1054 0 0 0 0 1054 2305400 
0 0 216 1055 0 0 0 0 1055 2305500 
0 0 199 1056 1 4 12 0 1056 2305600 
0 0 216 1057 0 0 0 0 1057 2305700 
0 0 199 1058 1 4 12 0 1058 2305800 
0 0 216 1059 0 0 0 0 1059 2305900 
0 0 216 1060 0 0 0 0 1060 2306000 
0 0 199 1061 1 4 12 0 1061 2306100 
0 0 216 1062 0 0 0 0 1062 2306200 
0 0 216 1063 0 0 0 0 1063 2306300 
0 0 216 1064 0 0 0 0 1064 2306400 
0 0 199 1065 1 4 12 0 1065 2306500 
0 0 216 1066 0 0 0 0 1066 2306600 
0 0 199 1067 1 4 12 0 1067 2306700 
0 0 216 1068 0 0 0 0 1068 2306800 
0 0 216 1069 0 0 0 0 1069 2306900 
0 0 199 1070 1 4 12 0 1070 2307000 
0 0 199 1071 1 4 12 0 1071 2307100 
0 0 216 1072 0 0 0 0 1072 2307200 
0 0 199 1073 1 4 12 0 1073 2307300 
0 0 216 1074 0 0 0 0 1074 2307400 
0 0 199 1075 1 4 12 0 1075 2307500 
0 0 216 1076 0 0 0 0 1076 2307600 
0 0 216 1077 0 0 0 0 1077 2307700 
0 0 199 1078 1 4 12 0 1078 2307800 
0 0 216 1079 0 0 0 0 1079 2307900 
4 12 182 1080 1 4 12 1 1080 2308000 
0 0 199 1081 1 4 12 0 1081 2308100 
0 0 199 1082 1 4 12 0 1082 2308200 
0 0 199 1083 1 4 12 0 1083 2308300 
0 0 199 1084 1 4 12 0 1084 2308400 
0 0 199 1085 1 4 12 0 1085 2308500 
0 0 216 1086 0 0 0 0 1086 2308600 
0 0 199 1087 1 4 12 0 1087 2308700 
0 0 199 1088 1 4 12 0 1088 2308800 
0 0 216 1089 0 0 0 0 1089 2308900 
0 0 199 1090 1 4 12 0 1090 2309000 
0 0 199 1091 1 4 12 0 1091 2309100 
0 0 216 1092 0 0 0 0 1092 2309200 
0 0 216 1093 0 0 0 0 1093 2309300 
0 0 216 1094 0 0 0 0 1094 2309400 
0 0 216 1095 0 0 0 0 1095 2309500 
0 0 216 1096 0 0 0 0 1096 2309600 
0 0 199 1097 1 4 12 0 1097 2309700 
0 0 199 1098 1 4 12 0 1098 2309800 
0 0 199 1099 1 4 12 0 1099 2309900 
0 0 199 1100 1 4 12 0 1100 2310000 
4 12 182 1101 1 4 12 1 1101 2310100 
0 0 216 1102 0 0 0 0 1102 2310200 
0 0 216 1103 0 0 0 0 1103 2310300 
4 11 184 1104 1 4 11 1 1104 2310400 
0 0 199 1105 1 4 12 0 1105 2310500 
0 0 216 1106 0 0 0 0 1106 2310600 
4 12 182 1107 1 4 12 1 1107 2310700 
0 0 199 1108 1 4 12 0 1108 2310800 
0 0 216 1109 0 0 0 0 1109 2310900 
0 0 199 1110 1 4 12 0 1110 2311000 
0 0 216 1111 0 0 0 0 1111 2311100 
0 0 216 1112 0 0 0 0 1112 2311200 
0 0 199 1113 1 4 12 0 1113 2311300 
0 0 216 1114 0 0 0 0 1114 2311400 
0 0 216 1115 0 0 0 0 1115 2311500 
0 0 199 1116 1 4 12 0 1116 2311600 
0 0 216 1117 0 0 0 0 1117 2311700 
0 0 199 1118 1 4 12 0 1118 2311800 
0 0 199 1119 1 4 12 0 1119 2311900 
0 0 216 1120 0 0 0 0 1120 2312000 
0 0 199 1121 1 4 12 0 1121 2312100 
0 0 216 1122 0 0 0 0 1122 2312200 
0 0 199 1123 1 4 12 0 1123 2312300 
0 0 199 1124 1 4 12 0 1124 2312400 
0 0 216 1125 0 0 0 0 1125 2312500 
0 0 199 1126 1 4 12 0 1126 2312600 
0 0 216 1127 0 0 0 0 1127 2312700 
0 0 199 1128 1 4 12 0 1128 2312800 
0 0 216 1129 0 0 0 0 1129 2312900 
0 0 216 1130 0 0 0 0 1130 2313000 
0 0 199 1131 1 4 12 0 1131 2313100 
0 0 216 1132 0 0 0 0 1132 2313200 
0 0 199 1133 1 4 12 0 1133 2313300 
0 0 216 1134 0 0 0 0 1134 2313400 
0 0 216 1135 0 0 0 0 1135 2313500 
0 0 199 1136 1 4 12 0 1136 2313600 
0 0 199 1137 1 4 12 0 1137 2313700 
