# Time(ps)    MSD_potential 22(A^2)    MSD_potential 26(A^2)    MSD_pruned_1(A^2)    MSD_pruned_2(A^2)    MSD_pruned_3(A^2)
    327.2000    8642.4258   10516.2891    8046.5991    8238.9756    8303.7021
    327.3000    8650.0264   10515.0488    8059.7686    8239.4453    8312.5039
    327.4000    8665.2510   10528.1982    8075.8306    8233.4707    8310.5225
    327.5000    8674.9424   10524.1260    8081.2002    8236.0068    8306.0186
    327.6000    8679.4502   10502.9424    8079.9771    8244.4727    8297.7998
    327.7000    8677.7422   10500.0537    8088.2695    8244.9199    8298.3418
    327.8000    8667.9922   10492.1641    8087.3159    8237.8408    8289.1943
    327.9000    8679.2295   10479.6934    8091.8022    8238.2666    8288.5518
    328.0000    8685.5010   10484.6084    8087.3081    8236.5322    8300.5508
    328.1000    8690.3164   10492.3691    8088.4336    8240.9629    8307.7373
    328.2000    8699.8330   10494.0352    8105.0229    8238.5205    8316.8809
    328.3000    8700.6553   10491.9746    8115.1992    8233.1650    8323.4883
    328.4000    8702.3877   10497.7568    8123.1475    8233.4883    8316.9834
    328.5000    8707.8760   10500.7627    8135.8628    8230.9141    8312.4678
    328.6000    8705.0449   10499.4121    8131.0718    8221.3486    8312.4209
    328.7000    8701.3945   10499.1123    8134.1494    8221.3154    8312.7803
    328.8000    8710.2686   10500.5889    8140.1846    8220.3398    8321.5547
    328.9000    8710.5234   10493.3818    8134.8696    8221.4023    8318.1494
    329.0000    8715.2949   10484.2725    8138.6055    8229.6250    8315.8291
    329.1000    8722.3320   10491.1504    8143.3843    8224.2568    8322.9258
    329.2000    8719.3311   10492.4561    8157.5845    8217.7354    8319.0498
    329.3000    8728.5918   10498.1084    8169.3555    8220.2197    8326.1299
    329.4000    8729.5166   10496.4307    8171.1587    8225.4043    8338.8457
    329.5000    8732.7324   10496.6191    8161.6050    8231.1816    8337.2324
    329.6000    8726.8330   10495.9727    8166.1909    8235.6758    8344.2168
    329.7000    8720.7363   10478.9189    8162.7651    8234.6982    8346.9697
    329.8000    8723.2871   10470.9736    8162.8135    8239.4990    8354.6699
    329.9000    8725.2959   10452.5635    8169.2661    8251.2031    8354.0986
    330.0000    8718.2666   10437.6992    8188.8843    8248.4795    8351.9727
    330.1000    8709.9688   10421.2920    8193.2754    8247.3574    8357.9316
    330.2000    8702.9170   10412.2773    8195.5127    8247.8125    8374.0586
    330.3000    8698.1367   10402.0234    8208.7891    8245.0234    8378.9414
    330.4000    8688.9629   10404.7686    8223.3379    8246.4561    8388.0479
    330.5000    8690.7637   10412.7568    8238.3027    8243.5488    8395.0078
    330.6000    8698.0195   10414.4209    8238.9756    8238.4922    8396.3818
    330.7000    8702.6084   10412.0625    8224.7764    8234.2803    8399.9346
    330.8000    8708.1436   10421.9932    8234.3994    8232.0381    8399.0732
    330.9000    8703.6768   10429.4766    8230.1875    8239.5928    8400.1357
    331.0000    8703.1465   10435.8496    8228.6885    8243.7988    8393.4648
    331.1000    8696.0264   10439.0225    8222.1377    8237.9336    8389.4072
    331.2000    8698.3467   10436.1123    8219.4385    8232.7510    8376.8398
    331.3000    8701.5195   10428.7695    8218.5811    8220.2959    8385.1787
    331.4000    8698.1816   10423.5439    8222.5947    8216.1396    8377.4932
    331.5000    8688.6084   10416.6826    8224.7852    8213.9707    8382.3008
    331.6000    8683.0205   10414.8799    8237.8750    8225.5293    8380.9717
    331.7000    8672.5840   10411.1914    8236.7627    8238.5430    8369.6758
    331.8000    8683.8398   10398.9307    8233.6650    8234.1523    8374.5088
    331.9000    8685.6260   10390.7617    8246.7061    8233.8857    8375.8281
    332.0000    8685.2705   10387.4922    8257.1113    8229.8555    8358.1348
    332.1000    8693.6650   10390.0625    8250.7139    8229.2734    8354.9980
    332.2000    8687.2383   10385.1338    8255.8164    8230.2041    8352.2500
    332.3000    8696.7441   10383.7236    8244.8477    8234.7861    8361.4014
    332.4000    8702.1924   10393.3887    8244.8281    8228.4941    8366.5312
    332.5000    8698.9668   10404.6338    8250.5020    8228.6904    8375.6123
    332.6000    8697.0537   10404.2549    8247.9902    8234.2305    8377.3477
    332.7000    8712.6416   10429.8916    8243.1992    8229.9756    8369.0459
    332.8000    8727.4082   10454.7363    8245.5352    8222.8398    8360.4707
    332.9000    8739.2168   10453.7988    8253.2676    8231.0830    8364.5000
    333.0000    8732.5293   10436.9385    8255.3711    8233.4238    8370.4238
    333.1000    8725.5547   10445.7227    8251.4668    8234.1777    8381.3652
    333.2000    8724.5547   10459.8359    8253.2549    8246.6846    8380.4932
    333.3000    8725.9619   10474.9258    8251.0645    8259.5635    8383.3877
    333.4000    8733.4854   10481.6250    8250.0938    8280.1172    8383.2236
    333.5000    8737.8330   10495.0068    8253.1934    8283.4941    8387.3652
    333.6000    8735.5664   10498.5820    8243.6240    8279.8135    8383.4443
    333.7000    8754.0166   10490.9863    8256.9297    8279.1758    8386.9062
    333.8000    8748.0635   10489.5928    8254.5254    8289.5361    8387.9209
    333.9000    8758.2461   10483.3516    8257.5820    8295.2354    8377.3477
    334.0000    8765.4932   10481.3125    8271.5869    8304.1670    8361.0137
    334.1000    8751.4277   10493.5234    8269.9619    8308.6670    8351.2480
    334.2000    8734.5059   10500.8662    8269.0508    8316.4570    8341.7012
    334.3000    8726.3604   10504.4023    8280.0322    8315.3037    8324.8867
    334.4000    8718.1699   10509.7295    8285.5439    8310.5537    8313.3848
    334.5000    8718.8740   10514.7363    8295.2520    8314.3691    8309.2871
    334.6000    8734.4062   10525.7920    8296.4951    8314.9092    8301.3125
    334.7000    8744.3428   10512.4189    8296.4180    8324.8574    8302.2852
    334.8000    8746.0664   10501.2314    8287.5859    8337.6572    8306.2666
    334.9000    8750.6396   10500.2773    8287.6240    8345.8271    8308.3145
    335.0000    8758.3457   10499.5791    8289.7949    8342.3760    8320.9639
    335.1000    8753.5684   10495.3545    8293.0518    8330.4229    8315.7051
    335.2000    8756.2051   10492.9561    8299.4912    8329.2266    8320.4932
    335.3000    8755.4180   10498.2080    8302.0801    8336.2764    8327.1436
    335.4000    8747.1377   10496.1855    8300.4814    8340.1338    8320.9502
    335.5000    8746.0596   10492.4834    8289.3926    8348.9678    8331.3613
    335.6000    8747.7744   10502.7822    8295.4512    8346.1377    8327.2314
    335.7000    8753.4580   10512.5254    8300.7236    8347.0811    8328.0625
    335.8000    8764.2861   10503.0674    8314.3047    8337.2441    8332.5244
    335.9000    8774.0771   10500.3203    8319.4688    8333.4756    8331.5742
    336.0000    8786.6328   10500.1270    8325.3604    8333.0625    8318.4004
    336.1000    8792.9463   10496.7412    8319.9961    8333.1924    8319.2578
    336.2000    8813.0420   10490.4629    8330.1611    8339.4443    8324.0645
    336.3000    8830.0254   10483.2266    8335.9707    8350.6426    8312.0635
    336.4000    8842.5488   10482.7666    8341.5576    8352.1006    8310.5918
    336.5000    8844.8701   10488.0742    8356.9775    8356.8867    8311.3408
    336.6000    8845.8340   10474.0869    8367.6162    8368.0957    8313.6572
    336.7000    8849.7334   10471.2168    8376.8389    8382.6641    8306.7363
    336.8000    8836.9424   10468.8428    8391.4961    8399.8672    8303.1855
    336.9000    8846.2275   10481.7871    8412.5840    8400.7588    8304.0176
    337.0000    8849.2109   10494.3145    8427.7383    8402.7412    8292.7305
    337.1000    8850.2979   10503.7881    8435.0703    8415.9453    8286.4287
    337.2000    8849.3584   10507.3145    8433.9541    8434.1357    8287.1074
    337.3000    8844.6035   10513.8232    8431.4609    8452.7705    8302.9463
    337.4000    8840.8047   10502.4365    8416.7119    8457.8105    8315.6377
    337.5000    8845.8594   10508.0693    8413.1299    8451.6289    8318.8037
    337.6000    8840.3037   10502.1338    8417.4365    8455.1006    8320.1074
    337.7000    8839.4980   10486.4639    8416.1426    8461.5537    8330.7871
    337.8000    8848.6113   10482.6895    8427.4365    8466.7666    8328.0547
    337.9000    8865.8926   10497.7266    8441.4150    8468.8896    8326.1123
    338.0000    8869.6523   10502.0713    8432.5596    8469.7480    8335.1738
    338.1000    8881.6914   10503.3574    8436.8291    8472.2744    8322.4521
    338.2000    8889.8389   10520.3037    8428.0996    8471.6172    8329.7529
    338.3000    8895.8457   10522.0059    8434.0957    8481.5459    8339.0518
    338.4000    8896.0918   10518.2617    8429.8008    8489.0605    8347.5586
    338.5000    8902.7236   10524.5918    8427.1943    8493.3828    8358.8047
    338.6000    8908.9053   10517.3984    8424.2354    8507.7705    8366.2617
    338.7000    8924.4727   10528.2959    8425.5244    8513.8828    8372.1084
    338.8000    8926.4541   10535.0205    8418.4492    8519.1553    8357.2920
    338.9000    8945.3076   10548.6523    8412.3555    8520.0449    8350.6416
    339.0000    8957.7480   10559.1865    8420.1006    8516.2803    8347.5576
    339.1000    8951.1348   10576.2559    8423.4990    8509.9131    8350.4697
    339.2000    8958.1982   10591.1475    8435.9307    8502.9336    8363.4512
    339.3000    8962.0859   10609.0928    8446.2861    8500.4941    8368.5176
    339.4000    8982.0762   10614.6396    8452.6104    8493.1260    8373.9229
    339.5000    8999.0049   10629.3369    8466.7988    8495.2510    8379.1914
    339.6000    8996.2793   10633.7021    8468.2412    8512.1943    8376.0039
    339.7000    9001.7002   10638.4209    8475.8555    8518.2441    8371.9600
    339.8000    9003.1055   10655.1377    8472.3838    8523.5166    8365.5703
    339.9000    9013.9854   10673.1631    8461.5479    8526.5977    8369.4209
    340.0000    9026.0234   10684.3232    8463.7959    8524.5762    8377.1855
    340.1000    9036.0498   10706.4287    8468.8467    8527.8506    8388.5264
    340.2000    9035.9521   10708.7246    8478.5430    8544.6445    8400.6494
    340.3000    9040.1426   10721.3682    8482.1523    8554.2832    8403.1885
    340.4000    9047.6465   10713.6738    8481.5762    8542.4180    8407.7930
    340.5000    9056.7900   10720.2646    8474.7822    8539.6113    8410.4121
    340.6000    9076.1299   10721.6133    8474.6631    8532.6055    8426.9795
    340.7000    9083.3857   10732.0459    8476.3643    8534.2422    8437.4062
    340.8000    9093.6875   10741.4170    8481.7871    8536.2109    8437.6982
    340.9000    9088.5264   10753.2959    8493.8838    8534.0830    8449.3311
    341.0000    9091.6914   10745.6494    8503.6572    8534.5830    8463.1963
    341.1000    9095.7041   10741.5957    8515.1611    8545.8008    8476.8672
    341.2000    9098.1455   10755.8789    8526.7314    8532.8818    8469.0664
    341.3000    9101.5889   10770.0830    8528.0303    8526.9326    8475.3086
    341.4000    9093.2432   10775.5762    8526.7324    8531.1934    8481.9551
    341.5000    9100.7207   10778.0537    8514.2588    8544.5459    8492.1260
    341.6000    9103.4736   10783.3350    8503.6953    8564.7568    8478.3447
    341.7000    9095.7920   10777.0811    8496.9385    8569.1738    8478.5498
    341.8000    9087.7988   10769.4307    8494.2197    8578.3389    8467.0771
    341.9000    9081.2520   10758.0303    8497.3828    8589.7012    8470.5703
    342.0000    9073.8018   10755.0518    8501.7051    8592.8535    8480.1016
    342.1000    9092.0771   10759.2959    8502.6338    8599.0449    8489.1455
    342.2000    9104.7256   10757.2275    8506.3691    8604.4688    8495.3262
    342.3000    9099.1201   10760.2734    8515.6074    8615.0234    8496.6699
    342.4000    9096.9141   10766.1211    8522.0088    8610.8701    8493.9424
    342.5000    9084.7090   10767.7129    8525.6240    8610.2617    8482.9873
    342.6000    9077.5029   10772.0000    8528.0645    8620.5762    8504.3232
    342.7000    9071.7490   10766.8867    8540.0449    8621.4072    8510.8984
    342.8000    9071.6650   10765.6494    8553.9043    8621.7930    8497.3076
    342.9000    9069.2578   10757.7275    8553.7197    8612.4619    8496.0137
    343.0000    9081.0938   10765.3252    8543.1436    8610.8486    8497.0605
    343.1000    9092.5996   10765.6709    8540.3828    8612.2939    8511.9385
    343.2000    9092.8887   10768.8818    8525.4600    8615.5898    8526.3594
    343.3000    9098.7314   10763.9619    8519.7979    8616.5244    8544.5059
    343.4000    9099.7773   10764.7900    8519.1641    8621.9756    8546.5713
    343.5000    9089.4893   10781.4385    8523.3828    8621.6709    8540.1982
    343.6000    9076.7021   10784.9980    8518.4492    8621.0869    8545.9414
    343.7000    9075.5225   10776.6787    8530.6914    8617.6641    8541.9258
    343.8000    9078.2754   10790.6289    8547.8730    8620.1016    8545.7314
    343.9000    9082.1035   10813.8447    8547.5576    8629.4648    8545.8984
    344.0000    9074.9346   10827.5205    8570.2500    8636.2334    8540.8516
    344.1000    9063.5459   10846.3125    8572.8291    8641.3701    8534.6162
    344.2000    9064.9023   10856.4629    8576.1045    8638.3818    8534.7080
    344.3000    9064.3770   10870.2500    8574.9102    8635.6328    8536.6240
    344.4000    9060.4922   10865.5361    8577.3799    8643.5859    8534.2246
    344.5000    9063.5654   10868.4365    8572.1230    8657.0713    8532.9609
    344.6000    9073.1240   10868.8242    8572.8125    8661.7549    8529.6768
    344.7000    9077.7646   10865.6572    8578.1982    8669.3984    8534.7822
    344.8000    9072.3174   10873.8066    8597.2402    8679.9775    8538.4180
    344.9000    9063.6484   10870.4170    8593.5859    8682.3262    8533.2979
    345.0000    9059.7891   10878.3477    8598.3477    8691.3545    8527.0488
    345.1000    9062.8887   10862.8525    8604.6709    8691.9365    8528.4385
    345.2000    9064.6426   10858.2314    8607.7432    8678.4043    8546.6924
    345.3000    9067.7979   10867.7607    8607.1055    8678.0713    8550.6172
    345.4000    9059.8691   10870.0977    8613.9863    8668.9238    8553.5811
    345.5000    9073.8682   10904.5947    8611.3848    8666.9062    8553.3750
    345.6000    9085.5293   10916.4072    8611.7549    8681.0547    8573.1367
    345.7000    9105.9814   10910.5068    8614.8281    8682.9854    8580.3574
    345.8000    9109.1934   10897.1895    8616.8174    8683.0605    8578.0586
    345.9000    9113.9170   10895.0352    8620.5293    8688.9521    8581.7598
    346.0000    9119.8359   10903.8359    8630.4111    8690.9180    8586.4385
    346.1000    9127.9590   10916.5791    8644.7881    8693.2275    8583.2295
    346.2000    9134.1572   10925.6045    8658.6494    8684.1543    8575.7197
    346.3000    9139.0781   10941.4365    8666.8496    8683.9453    8587.7041
    346.4000    9138.2744   10951.2891    8671.4961    8700.3057    8587.8584
    346.5000    9152.4512   10949.0195    8666.3525    8707.1182    8584.7764
    346.6000    9165.0059   10943.2705    8663.1934    8710.2852    8579.9854
    346.7000    9172.5713   10941.3164    8667.3066    8708.8545    8580.2646
    346.8000    9177.7109   10942.6074    8674.3584    8711.9355    8604.1240
    346.9000    9183.1260   10933.0352    8679.4795    8716.0039    8622.7227
    347.0000    9186.0703   10927.0801    8681.7070    8704.3047    8627.3809
    347.1000    9188.8232   10925.0693    8696.7559    8698.2041    8635.5352
    347.2000    9196.2988   10908.8291    8703.7100    8680.8389    8649.9766
    347.3000    9198.3320   10900.8525    8715.3506    8691.4834    8651.5547
    347.4000    9197.8076   10897.2500    8707.8213    8688.8018    8665.2500
    347.5000    9192.2539   10891.8301    8709.9238    8699.9570    8673.2197
    347.6000    9201.8896   10884.6523    8704.8125    8705.1484    8685.3633
    347.7000    9204.3574   10880.6562    8705.7148    8713.2461    8688.7480
    347.8000    9191.3164   10879.4424    8711.9111    8719.9512    8691.7480
    347.9000    9184.1484   10875.0547    8710.5137    8710.4102    8707.7422
    348.0000    9195.6650   10868.7148    8711.2559    8706.7686    8721.4521
    348.1000    9206.8916   10874.9834    8708.2764    8694.2207    8731.9824
    348.2000    9199.7480   10882.2500    8700.7041    8687.0947    8735.6191
    348.3000    9198.5566   10875.9580    8695.6523    8685.1680    8750.8584
    348.4000    9216.4043   10863.7363    8692.1455    8686.3086    8747.6260
    348.5000    9213.8564   10855.9395    8696.2090    8692.2500    8750.5693
    348.6000    9209.6768   10852.2754    8704.1582    8701.2461    8763.8613
    348.7000    9215.0771   10855.0273    8696.7100    8712.6953    8762.1270
    348.8000    9219.1543   10866.0820    8685.9551    8717.6387    8764.6025
    348.9000    9208.8105   10868.9287    8677.5918    8726.4541    8772.9648
    349.0000    9207.0000   10853.3643    8688.7148    8715.8164    8780.7627
    349.1000    9213.9287   10852.4629    8693.4658    8712.1895    8789.0625
    349.2000    9205.2725   10834.0059    8698.7480    8716.1602    8795.3105
    349.3000    9196.1865   10831.9648    8703.0898    8712.6133    8793.2881
    349.4000    9199.9082   10830.1826    8708.0537    8711.7432    8807.4580
    349.5000    9211.5850   10850.5742    8704.1621    8716.5078    8812.4609
    349.6000    9219.9805   10867.1504    8703.0850    8727.9297    8803.8115
    349.7000    9215.0732   10872.6084    8710.7021    8713.7871    8801.9814
    349.8000    9217.5859   10903.0225    8725.3711    8717.0430    8806.1836
    349.9000    9229.9287   10913.9395    8726.8828    8715.2920    8791.8418
    350.0000    9238.0068   10936.3945    8731.7139    8722.3672    8790.3057
    350.1000    9242.5107   10940.7100    8752.5850    8710.3564    8789.2764
    350.2000    9237.4834   10958.3867    8750.9258    8690.7520    8789.7646
    350.3000    9243.2441   10974.7451    8749.6826    8701.1709    8795.5293
    350.4000    9262.6572   10987.0674    8760.1670    8704.8301    8782.3271
    350.5000    9270.9453   10994.7480    8756.7061    8707.0918    8761.6523
    350.6000    9263.6611   10997.6299    8769.7666    8707.6748    8761.9238
    350.7000    9262.6416   11001.2920    8769.9014    8698.0381    8769.7754
    350.8000    9249.5645   10992.5205    8774.2744    8709.0420    8766.6963
    350.9000    9243.8369   10997.8682    8775.1299    8717.9844    8769.9141
    351.0000    9247.3428   10988.2500    8779.1514    8728.3271    8771.8730
    351.1000    9251.8164   10979.1553    8787.6211    8734.0186    8769.5273
    351.2000    9244.9209   10970.8203    8792.9229    8736.1055    8773.8730
    351.3000    9243.9033   10974.2988    8796.9043    8744.1025    8783.5693
    351.4000    9250.9150   10968.8730    8806.7627    8749.2793    8771.5234
    351.5000    9245.1025   10971.8564    8802.6377    8747.3838    8766.1328
    351.6000    9241.4844   10976.0273    8804.8643    8751.1543    8765.1318
    351.7000    9241.5986   10993.4424    8791.8193    8764.1455    8766.9727
    351.8000    9245.3164   10999.2559    8784.6836    8775.4736    8761.4600
    351.9000    9247.9502   11001.7822    8790.6826    8772.4795    8759.2207
    352.0000    9264.7021   11004.0742    8793.3643    8771.0664    8748.6758
    352.1000    9278.4336   11001.9824    8801.6104    8777.9229    8766.9834
    352.2000    9286.1816   10993.5938    8811.3955    8774.4619    8761.6689
    352.3000    9296.9004   10994.5635    8813.3945    8785.6328    8769.2363
    352.4000    9301.3135   10991.4043    8807.6992    8787.2373    8777.4785
    352.5000    9293.7900   10999.0820    8806.1201    8783.1484    8773.5830
    352.6000    9289.8770   11008.3945    8797.6299    8782.8232    8783.4268
    352.7000    9282.5225   11003.7461    8795.6953    8784.2168    8788.4697
    352.8000    9284.1572   11006.3359    8803.5918    8782.3076    8783.8223
    352.9000    9283.6982   10988.6572    8797.3418    8771.6504    8782.3496
    353.0000    9280.5088   10987.6123    8800.4863    8778.5752    8780.1299
    353.1000    9276.5713   10988.2754    8789.4824    8784.3896    8780.2148
    353.2000    9279.7871   10993.6670    8776.7334    8792.7480    8787.3896
    353.3000    9280.4775   10980.1943    8786.9502    8795.5576    8788.3643
    353.4000    9278.1445   10968.8623    8791.9824    8790.8174    8784.3477
    353.5000    9283.5400   10975.3018    8804.3271    8790.8936    8771.4502
    353.6000    9282.4414   10985.8350    8812.6396    8795.4756    8770.5205
    353.7000    9261.8594   11007.3262    8826.7305    8794.6582    8771.4980
    353.8000    9261.8545   11013.2363    8820.4443    8788.5166    8775.5000
    353.9000    9259.3252   11031.2305    8816.8584    8783.7236    8786.6719
    354.0000    9262.2100   11033.4072    8802.3623    8778.5332    8787.1982
    354.1000    9264.4961   11027.6338    8796.2793    8776.8428    8773.1006
    354.2000    9267.1318   11040.0557    8800.4795    8776.2100    8766.0557
    354.3000    9263.8691   11038.9795    8803.0225    8767.0049    8773.0049
    354.4000    9258.6748   11041.2041    8806.7295    8765.1621    8787.3682
    354.5000    9255.2900   11026.0449    8813.2725    8769.3779    8796.6729
    354.6000    9253.4932   11028.7539    8825.3984    8773.8350    8807.5586
    354.7000    9244.3145   11027.0898    8822.7354    8773.5664    8812.2803
    354.8000    9247.7148   11034.0869    8816.3867    8761.4395    8813.4707
    354.9000    9241.2451   11034.1416    8824.5459    8744.3770    8832.0410
    355.0000    9241.8418   11033.0508    8831.2148    8723.4648    8844.3760
    355.1000    9249.3086   11045.6689    8816.0039    8724.0410    8852.4199
    355.2000    9244.8232   11049.2852    8798.9463    8729.1494    8861.1201
    355.3000    9236.5723   11053.5371    8793.6641    8731.5508    8856.6807
    355.4000    9227.5625   11050.8750    8799.9980    8725.6523    8860.7754
    355.5000    9224.9258   11053.3174    8805.3955    8720.5850    8872.9600
    355.6000    9220.7881   11058.7568    8816.4395    8727.8086    8879.4893
    355.7000    9229.7998   11059.8887    8819.6357    8724.8760    8887.2676
    355.8000    9226.2686   11054.3887    8834.0449    8726.4307    8890.2588
    355.9000    9235.7227   11055.0625    8822.4727    8722.9023    8902.9795
    356.0000    9250.9307   11053.6992    8805.8105    8717.7451    8909.7393
    356.1000    9260.8789   11058.1963    8808.3242    8710.6592    8894.1318
    356.2000    9268.7207   11053.9980    8816.6484    8708.4092    8887.5645
    356.3000    9278.3447   11063.1201    8811.6992    8699.8828    8883.6865
    356.4000    9301.0605   11069.8701    8813.8223    8695.8984    8878.2461
    356.5000    9313.2148   11072.9023    8821.1445    8690.1553    8873.7725
    356.6000    9323.1914   11089.6914    8831.3770    8678.1143    8869.6465
    356.7000    9327.9736   11107.5068    8814.4727    8668.6650    8872.5801
    356.8000    9324.2510   11123.7334    8812.0664    8659.6582    8873.5508
    356.9000    9324.0801   11129.2637    8810.4570    8657.1836    8874.2148
    357.0000    9338.3027   11140.1494    8810.9072    8658.3242    8873.6074
    357.1000    9330.4385   11153.9863    8808.1689    8657.5488    8877.3730
    357.2000    9316.7930   11152.4766    8812.5156    8654.4951    8867.2432
    357.3000    9309.0020   11138.6084    8827.2588    8652.0498    8863.9316
    357.4000    9300.1816   11138.2764    8836.3447    8651.8418    8872.4824
    357.5000    9298.2744   11139.1680    8839.8271    8652.8018    8888.4824
    357.6000    9300.3984   11137.4580    8837.6689    8654.7646    8888.1992
    357.7000    9296.4355   11155.5713    8852.9287    8658.5537    8883.9961
    357.8000    9289.5566   11160.8662    8849.1270    8666.7402    8893.5332
    357.9000    9289.1738   11152.0537    8860.2812    8677.9307    8897.7705
    358.0000    9289.3398   11156.5068    8870.6670    8681.5215    8908.7676
    358.1000    9298.6211   11150.3057    8874.2549    8681.1836    8911.0723
    358.2000    9303.1572   11151.0146    8902.2979    8676.8184    8907.8730
    358.3000    9308.1807   11149.4893    8899.9297    8678.0361    8917.5361
    358.4000    9305.2227   11162.2949    8897.9736    8677.8525    8929.5293
    358.5000    9312.6152   11174.3926    8893.2412    8672.2412    8943.3584
    358.6000    9319.3584   11197.5166    8896.0791    8677.3799    8943.9502
    358.7000    9331.5889   11217.0615    8884.4668    8697.5010    8951.6338
    358.8000    9345.6602   11232.2949    8889.2305    8695.0205    8951.1025
    358.9000    9356.0801   11241.6689    8898.7422    8692.5547    8951.3525
    359.0000    9350.4541   11246.6787    8909.2119    8696.6758    8941.7461
    359.1000    9345.7188   11260.2705    8924.8623    8701.0107    8934.8232
    359.2000    9347.1289   11267.1729    8926.7559    8701.2559    8923.2881
    359.3000    9350.4746   11272.0000    8916.8740    8717.7617    8923.8125
    359.4000    9354.2129   11272.5430    8925.6328    8723.8115    8927.9912
    359.5000    9347.6562   11261.3311    8932.5459    8723.5850    8929.8115
    359.6000    9345.1240   11261.4980    8941.4766    8727.7236    8943.1338
    359.7000    9334.8818   11265.3057    8944.7334    8730.6445    8945.9980
    359.8000    9340.8193   11271.5420    8950.0146    8738.2139    8952.5977
    359.9000    9342.1260   11263.1104    8958.3359    8752.9727    8955.1533
    360.0000    9350.4102   11265.4463    8959.2139    8759.7041    8957.0977
    360.1000    9354.3584   11279.4102    8966.7412    8767.0986    8961.8555
    360.2000    9364.3662   11288.2871    8969.4775    8768.6885    8948.6709
    360.3000    9368.1182   11273.0449    8966.4014    8766.0869    8956.6475
    360.4000    9372.3262   11281.0459    8957.0137    8756.2666    8966.7822
    360.5000    9372.0918   11279.6064    8965.4082    8741.1855    8963.3262
    360.6000    9366.0225   11268.2412    8977.5645    8737.5469    8963.5322
    360.7000    9368.0605   11266.8613    8969.0312    8733.2412    8972.4414
    360.8000    9370.7734   11279.1992    8958.0498    8735.3818    8982.3633
    360.9000    9379.9199   11273.9834    8936.9229    8722.4062    8983.8643
    361.0000    9378.7354   11266.8711    8915.5312    8728.0430    8984.8613
    361.1000    9366.5938   11284.4189    8924.4131    8724.2686    8990.9219
    361.2000    9358.7881   11291.2568    8937.1865    8726.7705    8980.2314
    361.3000    9359.5098   11295.5684    8942.5166    8741.5234    8989.9609
    361.4000    9370.3369   11304.4795    8941.2266    8750.9023    8991.6377
    361.5000    9365.9180   11308.1992    8948.6504    8747.4023    9003.8604
    361.6000    9369.1006   11304.3262    8935.7646    8750.8359    9007.5820
    361.7000    9358.9678   11286.8184    8932.8027    8747.6055    9009.5859
    361.8000    9351.6074   11272.9697    8942.5039    8760.3164    8999.0918
    361.9000    9354.1094   11279.8271    8952.3350    8765.4316    8998.8672
    362.0000    9351.4043   11286.4307    8955.2051    8769.1572    8992.6152
    362.1000    9348.0107   11293.1377    8943.1201    8776.5166    8988.3740
    362.2000    9345.6963   11295.9248    8933.9395    8775.1611    9001.7109
    362.3000    9343.0752   11299.9912    8936.7969    8765.8682    9019.1729
    362.4000    9333.5527   11326.1162    8933.1670    8767.4326    9022.9795
    362.5000    9340.2373   11341.4873    8936.2393    8772.5420    9029.7871
    362.6000    9350.5518   11337.6064    8943.9072    8772.5244    9038.7959
    362.7000    9359.1035   11336.2324    8949.7979    8783.2432    9028.0205
    362.8000    9351.5498   11344.6797    8957.8916    8791.6289    9038.6406
    362.9000    9345.6270   11351.4580    8962.5859    8802.7207    9043.6025
    363.0000    9346.5361   11353.9805    8967.6875    8803.8242    9038.1367
    363.1000    9363.7900   11363.0234    8975.9746    8804.4648    9037.9453
    363.2000    9375.3867   11389.1826    8978.7480    8812.2236    9040.4697
    363.3000    9393.6328   11390.5664    8981.4678    8805.2900    9031.7871
    363.4000    9415.4922   11377.7861    8984.2588    8809.1475    9028.4434
    363.5000    9429.7842   11376.0791    8986.6611    8820.7451    9026.8789
    363.6000    9432.0586   11386.7568    8990.4072    8832.1289    9037.2666
    363.7000    9444.8125   11386.6680    9000.6982    8839.2637    9032.8193
    363.8000    9429.5586   11378.1084    9003.6807    8834.3994    9038.7119
    363.9000    9419.6992   11375.7305    9005.2119    8839.4209    9040.6895
    364.0000    9417.9424   11387.7861    9019.3037    8845.2852    9051.2568
    364.1000    9422.6045   11385.6016    9034.5225    8841.9844    9043.1895
    364.2000    9422.4043   11384.7197    9041.7637    8843.8076    9048.8789
    364.3000    9436.1396   11381.9023    9042.8672    8845.7070    9043.1758
    364.4000    9438.1045   11372.7461    9035.4834    8854.9893    9045.7930
    364.5000    9447.0244   11366.8145    9034.0010    8861.5957    9035.7324
    364.6000    9444.8086   11368.6953    9043.8193    8870.4756    9046.4795
    364.7000    9454.1758   11362.4287    9051.8203    8870.0293    9047.1885
    364.8000    9454.1455   11353.5459    9033.8311    8878.5537    9052.9912
    364.9000    9463.2012   11340.8584    9024.6914    8882.6631    9037.5859
    365.0000    9486.9453   11342.8457    9030.7852    8886.0869    9028.3125
    365.1000    9509.6123   11342.6758    9032.6953    8894.9697    9010.2139
    365.2000    9518.1025   11344.6045    9023.8945    8889.2988    9006.3711
    365.3000    9526.6396   11342.2676    9027.5918    8880.0420    9014.8320
    365.4000    9517.1953   11342.6211    9022.8564    8883.6318    9027.8701
    365.5000    9528.9854   11356.5273    9030.2207    8877.6084    9013.8047
    365.6000    9542.0352   11362.0205    9021.1885    8871.9971    9010.9141
    365.7000    9546.2920   11362.2520    9013.0303    8865.7568    9009.3730
