# Time(ps)    MSD_potential 22(A^2)    MSD_potential 26(A^2)    MSD_pruned_1(A^2)    MSD_pruned_2(A^2)    MSD_pruned_3(A^2)
    106.2000    2957.9802    3343.0886    2576.1846    2753.4917    2645.3481
    106.3000    2958.2251    3352.4307    2572.5562    2759.1384    2646.8652
    106.4000    2956.6875    3351.0608    2577.6003    2771.8892    2647.7314
    106.5000    2967.3879    3350.0713    2583.6621    2780.2205    2651.2551
    106.6000    2972.6426    3353.5361    2582.4160    2781.9114    2650.9004
    106.7000    2974.7073    3364.4231    2583.1765    2791.8936    2656.4666
    106.8000    2976.3259    3368.4595    2586.5396    2798.3535    2654.6345
    106.9000    2976.9497    3366.7100    2590.2922    2801.4590    2656.5466
    107.0000    2973.4170    3362.3855    2595.7205    2803.5537    2650.4021
    107.1000    2972.0391    3370.5520    2603.7646    2803.8235    2651.4670
    107.2000    2974.2546    3383.5474    2600.8459    2799.9666    2657.2500
    107.3000    2975.7717    3392.8323    2593.4260    2797.1475    2666.9480
    107.4000    2979.3728    3393.9131    2588.4092    2796.1702    2668.1375
    107.5000    2981.9653    3397.6384    2592.7512    2803.9360    2671.4041
    107.6000    2980.0823    3400.4775    2595.5959    2818.3032    2671.3704
    107.7000    2987.4812    3405.8074    2592.7576    2815.1333    2667.3206
    107.8000    2992.4858    3411.0754    2587.0059    2818.2214    2662.8772
    107.9000    2994.2881    3413.1982    2584.9763    2818.8171    2658.7012
    108.0000    2991.6667    3407.3838    2583.0176    2822.6016    2661.8442
    108.1000    3003.2703    3411.8230    2586.9485    2825.3489    2670.3013
    108.2000    3016.9578    3415.0278    2591.8301    2830.4207    2670.9043
    108.3000    3021.5850    3414.3088    2589.4736    2833.1458    2686.3003
    108.4000    3020.7251    3423.6584    2591.6631    2832.9189    2693.3611
    108.5000    3022.1050    3428.2908    2591.3206    2837.3433    2692.8718
    108.6000    3033.7314    3429.0928    2588.1375    2841.3369    2700.6511
    108.7000    3043.0076    3428.7747    2596.6213    2849.9006    2710.8616
    108.8000    3050.5754    3431.9453    2595.3767    2855.3064    2717.6204
    108.9000    3057.0098    3438.2424    2597.2219    2859.3723    2715.3928
    109.0000    3061.8767    3443.2402    2596.4958    2865.1140    2717.6047
    109.1000    3060.0110    3441.8105    2603.6260    2876.8135    2717.5706
    109.2000    3061.5432    3445.3918    2601.1406    2879.1812    2716.3379
    109.3000    3065.1162    3446.2080    2604.6516    2880.7605    2719.9597
    109.4000    3066.3958    3452.0786    2602.1873    2885.8328    2715.4485
    109.5000    3067.1667    3460.9341    2603.4114    2892.3232    2714.4600
    109.6000    3068.5186    3457.5908    2606.1355    2889.8901    2716.8096
    109.7000    3068.7366    3460.4702    2603.8826    2894.0203    2727.6719
    109.8000    3067.4885    3456.7678    2609.6516    2897.8455    2737.9426
    109.9000    3064.8433    3456.2139    2617.5134    2908.4045    2738.6521
    110.0000    3066.8357    3459.7048    2625.0498    2913.3113    2737.2041
    110.1000    3069.6338    3461.6299    2636.3557    2920.6106    2733.8997
    110.2000    3070.5427    3463.8506    2637.1260    2925.6926    2737.2100
    110.3000    3073.1111    3469.4092    2639.6123    2932.9006    2747.8733
    110.4000    3078.2793    3471.2200    2643.1545    2938.9573    2750.8716
    110.5000    3078.8103    3467.1963    2645.0955    2940.3557    2756.7380
    110.6000    3081.0640    3462.1250    2646.5312    2946.6519    2759.3694
    110.7000    3086.9907    3466.1714    2650.9207    2950.4941    2767.0178
    110.8000    3091.6035    3474.4983    2652.4248    2958.3525    2778.2542
    110.9000    3090.6853    3479.7031    2658.4802    2966.3250    2786.4214
    111.0000    3100.6875    3478.0952    2655.9688    2970.4092    2790.0481
    111.1000    3100.5547    3476.6272    2657.3552    2971.8748    2784.4426
    111.2000    3102.4502    3476.4253    2657.1340    2973.2378    2790.5439
    111.3000    3102.9646    3479.8208    2654.0291    2973.6829    2791.3093
    111.4000    3099.9277    3486.9902    2654.5168    2970.8391    2796.4451
    111.5000    3102.5120    3493.2100    2651.4924    2966.7209    2797.4785
    111.6000    3105.4717    3489.4744    2653.7783    2967.0874    2805.0076
    111.7000    3102.4114    3485.2126    2657.3525    2966.9653    2807.6006
    111.8000    3101.8176    3485.8513    2661.4204    2963.1050    2811.0317
    111.9000    3098.0735    3497.8281    2654.1174    2970.6189    2815.6626
    112.0000    3093.6174    3499.4673    2651.9341    2976.8577    2817.4746
    112.1000    3088.2979    3503.0667    2655.9954    2978.2634    2819.6863
    112.2000    3090.0923    3516.3259    2657.6917    2978.1279    2825.0349
    112.3000    3103.8193    3525.4189    2659.2568    2984.6653    2825.6968
    112.4000    3113.2673    3524.6987    2666.2043    2988.2188    2825.9646
    112.5000    3116.3845    3524.0107    2669.6965    2991.5496    2828.0984
    112.6000    3115.7949    3525.2688    2669.9160    2990.0593    2831.4802
    112.7000    3115.6323    3525.1191    2677.8662    2995.8501    2829.5176
    112.8000    3121.8091    3530.9565    2685.7612    2997.8499    2825.8064
    112.9000    3130.2900    3546.2678    2689.1453    2995.8889    2828.7981
    113.0000    3135.2327    3543.1604    2695.2283    2998.9856    2832.6956
    113.1000    3142.2327    3536.9705    2699.3953    2997.5984    2833.7468
    113.2000    3150.6475    3540.3428    2702.4529    2996.8447    2834.0935
    113.3000    3160.7373    3546.7205    2703.8108    2995.2361    2835.5002
    113.4000    3163.8467    3546.5017    2713.0706    2989.7021    2832.4578
    113.5000    3166.0271    3559.0068    2715.3020    2983.7974    2829.4739
    113.6000    3163.1663    3561.7478    2712.6084    2985.8032    2824.7332
    113.7000    3164.2192    3556.8218    2707.8582    2988.9551    2823.7886
    113.8000    3165.8154    3562.8313    2718.3838    2993.8213    2825.2568
    113.9000    3163.5940    3564.9114    2724.6221    3000.4451    2840.9797
    114.0000    3168.4905    3563.3188    2728.9150    3010.1296    2849.1121
    114.1000    3168.0002    3569.0515    2732.7349    3013.5676    2852.3035
    114.2000    3169.7856    3575.2715    2735.7478    3020.1775    2852.0342
    114.3000    3167.5938    3587.3772    2737.6294    3022.1377    2844.4451
    114.4000    3170.5000    3595.9033    2749.9177    3023.1157    2854.7488
    114.5000    3173.1309    3588.4143    2768.3474    3023.5156    2854.9802
    114.6000    3174.1494    3593.4983    2778.9812    3024.6372    2847.6423
    114.7000    3181.0317    3597.2817    2791.0017    3028.9885    2846.4553
    114.8000    3187.0972    3603.8096    2801.6318    3029.1719    2848.4917
    114.9000    3189.9751    3606.5527    2801.2014    3030.8704    2851.8079
    115.0000    3196.8472    3605.5950    2803.1470    3036.0713    2850.7922
    115.1000    3203.1770    3597.8315    2808.1812    3036.5278    2849.5767
    115.2000    3204.6799    3609.0510    2817.0198    3034.8970    2850.6152
    115.3000    3207.9983    3607.5837    2824.4404    3031.8738    2862.0488
    115.4000    3203.8928    3605.4355    2823.7302    3037.9792    2861.1816
    115.5000    3201.9260    3603.2483    2818.8357    3045.4331    2858.9514
    115.6000    3209.1887    3607.4229    2816.8779    3050.2688    2856.6667
    115.7000    3213.0544    3603.3259    2821.1799    3047.5037    2863.6089
    115.8000    3220.4502    3602.7913    2824.2686    3049.1580    2866.9670
    115.9000    3223.0803    3610.5190    2824.2119    3051.3467    2868.6248
    116.0000    3226.0994    3610.6440    2825.9236    3050.1799    2870.2581
    116.1000    3223.2363    3611.0269    2828.4299    3048.7722    2868.5125
    116.2000    3221.9167    3615.1631    2832.6150    3048.8828    2873.6594
    116.3000    3214.3484    3613.4099    2840.1436    3055.8230    2884.3628
    116.4000    3211.7124    3608.8560    2844.5920    3070.5669    2895.1152
    116.5000    3215.9551    3613.9590    2845.4248    3081.4810    2902.7061
    116.6000    3220.6912    3622.1936    2841.5964    3086.4841    2905.4646
    116.7000    3217.3276    3626.2485    2846.8452    3093.4614    2909.6372
    116.8000    3215.6807    3627.1228    2858.6719    3101.3816    2916.2786
    116.9000    3213.9766    3632.9749    2867.4771    3107.7627    2915.7881
    117.0000    3213.0886    3638.6060    2872.8391    3105.5532    2914.1338
    117.1000    3211.3672    3642.4333    2881.8279    3106.9287    2913.3403
    117.2000    3209.1636    3647.9612    2879.5422    3112.6863    2911.7896
    117.3000    3211.9409    3657.2068    2873.4229    3116.0605    2909.6875
    117.4000    3216.0012    3669.4067    2877.3159    3126.5947    2907.1045
    117.5000    3223.4902    3683.0654    2880.6157    3132.7131    2906.5959
    117.6000    3227.8796    3692.2690    2885.3506    3131.7151    2914.5388
    117.7000    3226.3105    3697.7043    2875.7969    3128.8499    2916.1628
    117.8000    3233.7693    3699.9709    2867.3794    3135.2090    2917.9209
    117.9000    3239.9497    3701.3616    2863.1846    3136.1060    2916.3518
    118.0000    3250.5300    3704.6428    2863.5105    3140.5037    2922.2390
    118.1000    3258.4138    3699.0100    2870.4019    3143.5125    2929.6331
    118.2000    3260.7141    3704.0457    2871.0933    3141.8855    2927.4065
    118.3000    3262.4021    3696.6741    2871.7407    3142.9607    2925.9253
    118.4000    3268.1672    3709.2119    2877.8237    3146.1785    2924.9971
    118.5000    3271.6453    3714.7974    2886.9800    3142.1921    2923.7771
    118.6000    3268.4275    3717.1833    2892.5474    3137.4785    2935.0647
    118.7000    3267.7627    3720.0229    2897.1724    3136.3379    2947.6719
    118.8000    3271.9006    3726.8892    2902.9207    3135.9697    2961.2605
    118.9000    3270.2053    3722.9907    2909.5010    3141.6597    2968.2783
    119.0000    3271.0793    3731.2622    2915.1216    3146.5254    2975.5488
    119.1000    3273.4734    3731.7795    2914.8281    3151.8608    2978.1870
    119.2000    3281.7581    3735.4045    2912.0625    3157.4922    2972.4895
    119.3000    3286.7402    3734.4490    2913.7053    3163.6846    2984.2451
    119.4000    3280.6667    3739.8328    2918.0474    3165.1057    2986.8337
    119.5000    3271.4021    3744.2041    2918.5942    3166.4141    2993.9270
    119.6000    3271.5459    3749.9207    2921.0498    3173.3547    2997.8396
    119.7000    3271.0505    3749.5417    2925.8975    3179.5933    3001.8311
    119.8000    3279.7966    3755.7747    2929.4788    3187.0347    3006.0325
    119.9000    3280.8315    3761.2874    2931.1145    3194.4214    3007.4529
    120.0000    3279.0718    3765.6343    2938.1985    3205.5417    3012.6016
    120.1000    3284.1064    3776.1917    2939.9797    3212.2075    3017.5002
    120.2000    3283.0725    3780.8108    2946.2141    3213.3069    3027.9919
    120.3000    3282.6748    3794.0642    2944.0186    3217.9329    3040.7876
    120.4000    3283.6487    3789.3501    2941.8188    3218.4126    3047.8284
    120.5000    3284.6968    3784.4768    2938.6741    3218.2703    3052.3877
    120.6000    3288.4307    3787.9937    2937.1816    3225.2075    3057.8467
    120.7000    3295.1860    3784.1775    2940.9878    3232.0598    3056.3379
    120.8000    3305.3865    3784.8762    2945.1143    3250.5156    3058.7927
    120.9000    3310.4766    3791.7366    2951.9592    3252.0923    3065.5498
    121.0000    3319.0798    3796.9375    2950.2683    3254.8457    3065.5369
    121.1000    3322.1658    3804.7363    2949.2800    3264.0090    3065.8994
    121.2000    3321.7808    3809.7922    2955.8083    3266.4729    3072.2957
    121.3000    3324.9138    3818.0266    2960.7012    3268.2986    3082.0002
    121.4000    3330.5764    3822.1152    2966.6582    3277.1663    3087.7153
    121.5000    3330.4832    3822.5637    2970.8218    3278.3623    3089.8120
    121.6000    3325.9309    3822.9983    2977.8259    3284.0291    3092.1760
    121.7000    3331.1025    3837.4670    2975.6802    3290.2661    3091.3860
    121.8000    3342.9666    3846.6416    2974.6626    3291.1812    3099.1863
    121.9000    3354.3884    3859.7612    2970.7065    3288.0488    3100.8999
    122.0000    3368.6208    3869.5642    2971.8066    3288.3455    3096.3323
    122.1000    3369.4231    3874.8684    2975.6531    3286.5334    3097.4683
    122.2000    3367.2095    3886.8813    2981.9514    3290.8003    3098.9285
    122.3000    3365.8103    3892.4204    2987.3582    3291.3486    3098.7390
    122.4000    3356.5156    3894.8420    2992.3535    3287.4001    3103.8892
    122.5000    3352.7214    3905.8135    2996.2058    3285.8918    3109.7686
    122.6000    3344.3894    3912.1365    3004.8918    3288.0254    3119.1506
    122.7000    3338.9443    3914.1548    2998.3298    3282.1030    3121.5439
    122.8000    3338.4895    3924.4155    2991.5920    3278.4387    3124.5491
    122.9000    3337.1675    3927.7925    2991.2856    3279.5967    3123.4934
    123.0000    3340.1287    3938.9827    2989.1238    3283.4653    3119.9546
    123.1000    3346.8064    3941.7385    2986.0786    3295.4583    3126.8438
    123.2000    3361.2358    3949.1501    2981.7834    3312.0283    3130.0591
    123.3000    3364.2297    3947.7720    2985.0959    3315.5933    3132.8015
    123.4000    3369.2605    3950.6594    2980.6990    3316.6870    3129.9646
    123.5000    3375.2949    3950.3059    2978.1890    3321.3206    3137.6917
    123.6000    3365.9792    3956.5249    2977.3401    3323.4231    3134.2458
    123.7000    3360.1233    3954.8037    2980.5671    3327.5481    3135.9138
    123.8000    3355.9402    3951.1394    2979.9895    3338.9854    3131.6204
    123.9000    3357.6331    3938.4355    2985.5254    3343.8704    3126.4932
    124.0000    3360.6250    3939.6370    2983.3577    3340.2864    3127.5347
    124.1000    3363.3472    3945.1892    2990.2698    3349.0046    3126.4958
    124.2000    3365.9780    3943.9600    2997.5630    3354.7903    3128.5371
    124.3000    3363.5779    3951.0786    2995.3965    3364.5879    3137.5676
    124.4000    3367.3313    3953.6245    2996.4595    3376.4709    3142.8948
    124.5000    3374.5974    3962.7466    2997.5154    3381.9341    3145.8213
    124.6000    3379.2964    3959.6934    2997.2969    3378.3125    3147.2314
    124.7000    3374.8450    3964.8682    2997.9233    3381.4932    3150.9587
    124.8000    3374.7708    3961.5005    2993.3198    3378.1858    3148.6279
    124.9000    3373.6348    3961.2485    2989.1404    3380.1472    3145.2659
    125.0000    3378.0381    3961.5193    2992.9707    3383.2964    3143.9919
    125.1000    3381.5037    3963.8174    2997.0942    3380.5359    3139.3542
    125.2000    3372.9004    3976.6411    3006.4895    3381.2947    3145.6060
    125.3000    3374.8162    3977.9519    3010.4531    3383.2942    3153.0701
    125.4000    3372.0188    3981.2917    3019.0354    3385.2869    3161.6394
    125.5000    3375.0388    3986.7141    3023.5334    3389.6550    3165.8582
    125.6000    3389.4219    3991.1670    3025.3889    3393.1763    3167.1309
    125.7000    3394.7017    3995.6731    3028.8486    3389.7847    3172.2744
    125.8000    3400.2925    4006.8313    3034.8093    3400.7500    3174.4604
    125.9000    3404.9739    4013.0349    3041.5708    3404.6807    3179.5901
    126.0000    3408.6372    4011.0630    3046.4021    3409.0105    3181.0151
    126.1000    3407.8154    4011.2656    3046.9004    3418.2849    3182.9333
    126.2000    3401.9338    4005.7366    3045.0923    3425.0769    3185.3884
    126.3000    3398.4954    4021.4019    3039.6482    3430.2073    3186.3547
    126.4000    3402.0457    4030.6951    3046.9126    3443.9514    3180.6216
    126.5000    3405.3438    4028.9812    3045.9517    3458.9375    3180.0095
    126.6000    3408.4797    4021.2766    3045.2283    3472.2378    3184.3088
    126.7000    3405.8313    4018.7192    3050.5579    3487.3494    3193.6548
    126.8000    3407.1301    4022.3425    3056.9387    3498.5371    3194.4253
    126.9000    3401.0786    4033.9299    3060.4595    3497.9338    3194.6958
    127.0000    3405.3059    4034.8784    3063.6770    3494.0034    3194.1638
    127.1000    3405.6560    4029.2322    3069.4717    3498.2485    3192.4045
    127.2000    3411.1499    4031.8623    3076.1272    3500.6440    3191.6973
    127.3000    3408.3818    4037.3999    3083.0059    3504.2192    3184.1799
    127.4000    3402.1162    4036.3525    3089.2271    3509.7500    3187.1816
    127.5000    3403.2471    4034.2234    3095.2605    3512.1846    3190.2495
    127.6000    3405.9670    4030.3154    3097.7986    3509.6157    3201.3049
    127.7000    3408.7939    4029.0520    3109.5034    3517.5298    3210.3474
    127.8000    3415.5503    4038.0100    3113.3247    3513.6011    3210.2754
    127.9000    3416.6777    4037.9412    3116.2275    3509.1719    3217.6846
    128.0000    3422.0388    4038.9458    3112.4480    3513.2769    3220.8264
    128.1000    3429.1411    4040.9700    3111.3662    3520.4983    3222.1965
    128.2000    3435.8855    4045.9377    3116.9705    3531.0950    3223.8206
    128.3000    3442.8049    4041.4434    3129.3657    3539.6333    3225.0020
    128.4000    3442.6072    4037.6184    3134.2100    3554.2712    3236.7529
    128.5000    3453.1355    4039.3843    3141.6731    3558.2639    3244.3381
    128.6000    3459.7529    4040.9036    3154.5879    3572.5459    3251.6187
    128.7000    3466.8518    4047.4346    3166.3860    3566.1985    3261.9912
    128.8000    3469.6260    4053.5222    3169.9631    3565.4497    3264.3296
    128.9000    3480.3682    4064.2126    3162.8079    3559.9177    3264.0359
    129.0000    3487.4958    4062.2905    3158.2610    3558.2373    3269.6621
    129.1000    3493.9497    4071.1018    3159.3606    3554.7009    3271.6833
    129.2000    3493.6667    4084.5583    3157.4265    3559.1631    3277.3059
    129.3000    3496.6326    4089.1516    3156.0972    3563.7053    3277.3662
    129.4000    3497.1609    4096.7417    3149.3772    3567.6484    3278.4077
    129.5000    3498.8894    4101.4941    3149.6919    3577.7625    3282.4341
    129.6000    3505.9902    4099.9883    3149.4419    3584.3328    3290.9080
    129.7000    3510.7292    4096.4751    3146.0237    3579.3716    3299.3193
    129.8000    3514.9448    4090.7610    3146.4363    3578.8408    3300.5095
    129.9000    3522.4834    4093.9236    3150.8896    3572.3623    3306.1963
    130.0000    3531.0886    4099.4023    3155.1785    3558.9363    3310.0422
    130.1000    3530.9641    4107.5898    3168.6384    3557.2480    3319.9050
    130.2000    3534.7197    4117.5020    3180.5400    3555.8750    3319.9927
    130.3000    3534.1174    4127.0488    3192.7942    3559.3286    3323.8091
    130.4000    3532.6143    4140.0210    3199.6926    3557.0403    3324.8267
    130.5000    3535.8965    4147.0586    3203.7173    3566.7849    3315.7178
    130.6000    3541.0051    4155.0181    3208.6621    3577.3135    3317.5037
    130.7000    3540.6479    4152.7993    3216.6841    3587.1558    3314.9548
    130.8000    3543.6794    4152.1680    3222.4775    3585.8079    3319.0625
    130.9000    3543.3938    4156.7900    3225.3987    3586.4314    3323.3997
    131.0000    3541.7017    4154.8379    3227.8130    3590.6697    3326.4333
    131.1000    3539.5393    4156.0815    3231.4583    3590.2053    3327.9060
    131.2000    3544.7588    4158.6191    3236.9216    3596.6650    3324.7720
    131.3000    3552.9646    4170.9805    3241.1284    3600.3542    3327.4280
    131.4000    3553.3513    4175.7134    3251.4033    3602.8245    3328.9390
    131.5000    3559.7454    4177.4146    3250.9934    3604.1687    3334.3027
    131.6000    3563.9856    4180.7324    3256.0422    3603.6284    3336.2905
    131.7000    3568.3467    4182.8394    3252.8442    3600.1050    3347.1035
    131.8000    3567.1934    4179.2666    3254.4502    3602.2153    3351.5115
    131.9000    3562.1887    4183.8633    3264.3467    3606.7178    3356.1667
    132.0000    3563.2019    4191.9033    3272.4207    3609.6938    3359.8906
    132.1000    3559.1750    4195.8442    3277.0437    3613.0237    3357.8313
    132.2000    3558.2166    4197.0786    3283.4451    3617.0168    3372.9949
    132.3000    3566.1858    4198.2778    3289.6255    3621.5376    3379.0984
    132.4000    3560.0186    4197.5278    3293.5225    3621.8562    3382.8843
    132.5000    3567.0173    4195.2876    3291.2075    3620.7761    3392.5547
    132.6000    3567.6213    4195.0918    3286.1296    3626.7078    3396.2021
    132.7000    3565.6255    4196.8022    3281.0718    3624.9302    3397.9536
    132.8000    3565.9827    4198.2622    3288.4517    3619.5767    3390.1099
    132.9000    3572.4739    4204.5972    3294.3206    3618.8826    3381.2627
    133.0000    3576.8438    4203.1416    3297.8181    3620.8975    3372.6841
    133.1000    3580.9771    4194.4678    3298.3381    3614.1660    3378.4729
    133.2000    3587.0659    4199.4009    3296.8655    3613.7832    3386.2778
    133.3000    3599.2349    4197.9434    3295.6724    3618.9219    3391.4297
    133.4000    3601.0718    4196.7910    3292.6470    3623.4307    3393.5923
    133.5000    3602.5969    4203.9873    3286.2119    3625.6646    3398.6829
    133.6000    3604.9229    4211.1113    3282.9670    3628.7141    3402.9248
    133.7000    3600.1018    4221.0635    3282.9380    3624.3291    3403.0022
    133.8000    3608.0051    4231.4697    3279.2756    3620.1692    3403.9502
    133.9000    3607.7466    4228.9478    3284.1921    3621.1401    3404.5698
    134.0000    3610.4646    4230.7490    3294.9409    3630.9028    3402.1135
    134.1000    3614.3438    4239.4102    3297.9229    3635.4155    3399.1707
    134.2000    3616.4565    4235.6431    3291.3218    3638.8728    3396.4778
    134.3000    3613.4363    4231.0181    3291.2419    3634.0427    3391.9612
    134.4000    3615.8704    4227.0312    3286.8533    3638.6377    3395.2781
    134.5000    3616.5935    4220.4995    3284.4692    3643.4978    3395.3276
    134.6000    3623.5781    4217.7363    3278.1157    3645.7722    3402.4402
    134.7000    3624.7966    4217.0049    3280.6067    3644.1506    3413.9985
    134.8000    3622.8625    4219.4839    3277.2078    3645.1731    3416.2690
    134.9000    3628.1204    4226.8364    3278.0059    3658.0544    3414.9482
    135.0000    3631.7373    4225.8750    3277.5566    3669.2217    3421.7312
    135.1000    3635.8918    4222.8838    3275.4590    3672.7651    3440.1516
    135.2000    3641.9912    4220.9614    3277.1985    3669.3611    3438.9404
    135.3000    3651.2896    4214.3438    3274.0637    3669.0923    3441.2864
    135.4000    3652.3918    4211.4438    3281.9021    3669.8813    3438.5261
    135.5000    3649.7964    4213.9834    3284.8206    3669.0994    3447.4280
    135.6000    3656.4338    4221.4785    3286.9402    3677.0347    3450.4861
    135.7000    3660.3252    4223.9106    3285.2073    3682.5505    3448.1084
    135.8000    3668.4966    4224.3745    3290.1880    3684.8113    3447.1064
    135.9000    3674.0957    4230.7871    3306.3657    3683.0803    3448.9795
    136.0000    3677.5725    4239.3438    3315.9097    3681.7271    3450.1841
    136.1000    3682.0737    4242.0928    3320.9604    3673.6792    3459.3147
    136.2000    3686.4912    4244.8892    3326.3286    3668.2119    3461.5481
    136.3000    3697.8137    4252.0332    3329.8948    3677.6028    3465.4307
    136.4000    3708.9551    4245.6997    3324.7200    3684.8901    3473.0862
    136.5000    3715.5825    4244.3105    3327.6357    3687.2627    3473.7356
    136.6000    3720.8213    4246.8413    3331.3379    3684.0544    3468.2500
    136.7000    3717.7441    4258.6113    3336.9028    3689.3582    3466.2551
    136.8000    3719.5376    4261.6060    3333.4343    3695.1592    3463.7783
    136.9000    3726.0520    4268.7197    3337.2158    3697.6768    3465.0034
    137.0000    3735.4536    4280.1113    3342.1902    3705.5283    3465.1255
    137.1000    3744.6331    4300.0186    3340.8403    3710.2529    3475.8442
    137.2000    3750.6265    4310.1787    3344.7673    3710.5894    3473.6384
    137.3000    3754.1230    4316.3525    3350.8230    3708.4709    3474.5354
    137.4000    3751.1753    4316.7188    3360.6182    3702.7488    3469.5254
    137.5000    3750.6924    4322.7769    3370.4106    3702.1768    3462.7080
    137.6000    3750.7834    4324.9697    3373.4924    3701.3130    3462.2893
    137.7000    3753.5942    4331.4629    3374.7410    3703.5562    3466.0706
    137.8000    3753.2568    4342.0571    3376.7549    3700.5549    3469.3484
    137.9000    3747.8918    4351.4302    3383.9797    3699.1938    3470.3486
    138.0000    3746.1106    4355.9912    3386.0967    3695.3408    3479.5134
    138.1000    3749.7795    4362.9800    3393.4192    3695.7725    3480.8704
    138.2000    3753.5928    4357.8276    3400.0891    3706.6299    3479.3044
    138.3000    3749.0032    4353.4243    3404.8662    3711.4951    3476.0447
    138.4000    3747.9551    4346.2798    3396.9380    3716.6560    3478.7795
    138.5000    3748.7668    4348.2544    3396.7947    3713.9363    3480.9307
    138.6000    3744.8416    4347.2183    3399.6802    3715.8755    3488.2346
    138.7000    3741.0005    4353.8638    3404.1152    3714.9653    3500.2954
    138.8000    3747.9231    4359.8003    3411.0713    3722.7957    3503.8577
    138.9000    3749.1003    4356.8584    3411.9299    3725.0232    3497.4529
    139.0000    3749.6687    4352.6436    3417.0088    3726.1565    3502.2834
    139.1000    3740.6707    4349.4580    3420.6355    3725.0667    3509.7229
    139.2000    3734.1343    4349.2539    3420.1113    3726.2722    3520.5049
    139.3000    3734.7534    4354.0649    3423.9075    3724.8550    3519.9988
    139.4000    3732.3333    4359.0825    3421.9722    3724.7627    3525.7651
    139.5000    3724.4409    4365.4023    3428.4917    3725.7595    3529.6980
    139.6000    3718.4316    4361.7759    3438.6301    3732.6736    3520.8926
    139.7000    3712.7271    4372.5469    3444.8115    3735.1504    3533.1614
    139.8000    3712.5537    4375.6665    3444.4509    3728.4578    3537.2808
    139.9000    3720.4990    4371.1851    3442.5212    3726.1763    3539.8770
    140.0000    3728.2178    4362.8115    3440.3948    3724.0251    3549.5591
    140.1000    3726.0176    4364.7261    3442.6646    3712.2090    3546.3792
    140.2000    3727.4668    4363.4214    3441.4858    3704.4956    3542.4939
    140.3000    3728.7778    4368.8779    3442.2078    3705.7170    3545.8755
    140.4000    3732.6438    4380.6450    3444.2517    3704.7817    3554.4966
    140.5000    3740.8840    4388.5981    3447.3984    3712.2822    3551.2048
    140.6000    3738.0654    4397.1816    3456.1799    3700.6719    3544.9485
    140.7000    3733.0449    4403.5776    3461.6318    3692.5056    3546.5481
    140.8000    3729.1968    4427.5820    3460.1128    3687.3501    3548.2590
    140.9000    3734.3003    4445.8320    3466.5322    3690.2776    3548.1182
    141.0000    3738.7043    4442.5771    3475.2317    3691.8247    3543.3184
    141.1000    3741.5859    4440.4341    3480.8635    3691.8455    3544.6833
    141.2000    3739.4885    4445.4238    3474.9927    3681.8628    3533.2971
    141.3000    3734.8347    4443.6396    3487.8677    3682.2048    3530.0388
    141.4000    3737.4150    4444.8550    3493.3528    3686.8223    3527.9890
    141.5000    3739.1042    4448.8228    3498.7495    3693.2300    3545.5400
    141.6000    3735.2563    4456.5054    3493.7419    3693.2842    3555.3403
    141.7000    3730.5417    4459.3950    3484.4971    3702.7673    3562.3330
    141.8000    3728.9919    4467.1284    3482.2786    3715.2957    3566.6428
    141.9000    3736.9905    4471.3105    3488.8799    3727.3506    3568.7637
    142.0000    3743.9756    4478.0283    3493.2666    3733.9248    3571.1013
    142.1000    3748.5251    4483.0791    3494.6350    3740.6858    3569.1394
    142.2000    3751.3438    4487.1504    3485.0098    3738.0701    3571.3779
    142.3000    3753.9207    4488.1694    3481.9353    3744.8953    3580.0454
    142.4000    3760.7593    4494.5879    3479.8818    3748.6545    3589.2969
    142.5000    3762.5718    4501.3096    3475.4700    3760.6626    3601.7075
    142.6000    3759.2981    4499.1187    3472.3464    3764.4192    3610.3069
    142.7000    3762.6521    4497.9229    3468.5239    3765.0811    3614.5347
    142.8000    3772.4229    4503.2944    3467.3376    3762.9910    3611.7686
    142.9000    3777.1050    4504.7285    3475.3047    3762.3950    3602.9099
    143.0000    3781.5903    4511.6660    3475.5425    3762.0906    3602.1965
    143.1000    3781.6504    4514.6606    3476.8369    3766.3159    3598.4561
    143.2000    3783.2385    4518.5747    3474.4031    3776.4482    3598.0332
    143.3000    3785.1628    4528.6431    3474.1182    3780.9729    3603.8049
    143.4000    3786.8379    4536.9004    3488.5156    3775.4763    3609.6191
    143.5000    3784.4778    4540.5449    3495.8240    3780.2847    3616.9802
    143.6000    3786.4221    4550.4429    3494.8130    3786.2673    3623.5059
    143.7000    3780.0825    4556.3823    3491.0903    3794.0229    3625.6228
    143.8000    3781.4231    4563.7227    3491.1926    3807.0947    3625.6084
    143.9000    3788.4229    4572.7207    3491.9785    3818.0813    3621.6768
    144.0000    3795.6956    4583.9570    3491.1284    3820.2559    3622.5562
    144.1000    3801.0208    4587.1528    3484.7551    3816.4141    3621.1130
    144.2000    3810.8105    4590.2837    3477.3889    3813.2454    3624.2581
    144.3000    3821.8064    4602.4028    3476.9067    3818.1482    3623.5603
    144.4000    3823.9878    4609.4570    3479.9949    3821.7095    3610.3535
    144.5000    3829.8740    4610.7617    3478.9207    3818.4690    3614.8503
    144.6000    3826.2795    4622.6772    3476.1814    3822.0312    3618.3552
    144.7000    3820.0828    4628.8218    3468.4402    3828.1199    3621.3525
